collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos,speed_x_area
2,3,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,30
3,1,40,2,0,4,1,1,1,0,2,1,9,0,4.0,0.8433914458128858,-0.5372996083468236,-0.7818314824680299,0.6234898018587334,80
3,6,60,2,0,-1,6,2,5,0,1,1,9,2,8.0,-0.8949343616020248,-0.44619781310980944,0.43388373911755823,-0.900968867902419,120
2,3,40,2,16,2,1,2,2,0,3,4,9,0,7.333333333333333,-0.8141155183563188,-0.5807029557109403,-2.4492935982947064e-16,1.0,80
3,6,60,2,0,-1,1,1,2,0,2,1,9,1,2.5,-0.6087614290087207,-0.7933533402912352,-0.9749279121818236,-0.2225209339563146,120
3,6,60,2,13,4,1,1,1,0,3,3,9,0,6.333333333333333,-0.9799247046208296,-0.1993679344171973,-0.7818314824680299,0.6234898018587334,120
2,1,30,1,0,4,1,1,1,0,2,1,1,2,1.5,-0.013089595571344391,-0.999914327574007,-0.7818314824680299,0.6234898018587334,30
3,6,60,2,0,-1,1,1,1,0,2,1,9,5,5.5,-0.9978589232386036,0.06540312923014237,0.9749279121818236,-0.22252093395631434,120
2,6,60,2,13,4,1,1,1,0,2,1,9,2,4.0,0.6755902076156604,-0.737277336810124,-2.4492935982947064e-16,1.0,120
1,6,60,2,19,4,1,1,1,0,1,1,5,1,3.0,0.09584575252022391,-0.9953961983671789,-0.7818314824680299,0.6234898018587334,120
3,6,60,2,0,-1,1,1,2,0,1,1,9,1,14.0,0.04361938736533607,-0.9990482215818578,-2.4492935982947064e-16,1.0,120
2,7,30,2,0,4,1,1,1,0,2,1,5,0,13.0,0.8870108331782218,-0.4617486132350338,0.43388373911755823,-0.900968867902419,60
2,6,20,1,19,4,1,1,1,0,1,2,90,0,17.0,-0.5771451900372334,-0.816641555161679,0.43388373911755823,-0.900968867902419,20
3,3,20,1,0,4,5,1,2,13,2,1,1,5,1.0,-0.9713420698132613,-0.23768589232617343,-0.7818314824680299,0.6234898018587334,20
2,6,20,1,13,4,1,1,1,0,1,1,9,0,4.0,-0.3826834323650892,-0.923879532511287,-0.9749279121818236,-0.2225209339563146,20
3,3,30,1,0,-1,4,1,1,0,2,1,9,0,8.0,-0.4226182617407,0.9063077870366497,-2.4492935982947064e-16,1.0,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,6.0,-0.7132504491541817,-0.7009092642998508,-0.7818314824680299,0.6234898018587334,30
3,6,30,2,0,4,1,1,2,0,3,2,9,0,7.333333333333333,-0.9537169507482267,-0.3007057995042738,-0.9749279121818236,-0.2225209339563146,60
2,3,40,1,17,2,1,1,1,0,2,1,1,0,7.0,0.8314696123025451,-0.5555702330196023,-0.7818314824680299,0.6234898018587334,40
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,7.5,-0.6427876096865393,-0.766044443118978,0.7818314824680298,0.6234898018587336,140
3,6,60,2,0,-1,6,2,2,0,1,1,9,0,15.0,-0.9063077870366498,0.4226182617406996,-2.4492935982947064e-16,1.0,120
2,6,30,1,0,-1,1,1,1,0,1,1,11,0,1.0,-0.7071067811865475,-0.7071067811865477,-0.7818314824680299,0.6234898018587334,30
2,6,30,1,0,-1,1,1,1,16,2,1,1,0,5.5,-0.6259234721840587,-0.779884483092882,0.9749279121818236,-0.22252093395631434,30
3,6,60,2,0,-1,1,2,2,0,2,1,9,1,2.5,-0.44228869021900147,-0.8968727415326883,-0.9749279121818236,-0.2225209339563146,120
3,6,30,2,0,-1,1,1,1,0,2,1,9,0,7.5,-0.9876883405951377,-0.15643446504023104,-0.9749279121818236,-0.2225209339563146,60
3,3,70,2,0,-1,1,1,1,0,1,1,21,0,9.0,0.22920039092241454,-0.9733792584604484,-0.9749279121818236,-0.2225209339563146,140
3,6,30,2,13,4,1,8,1,0,2,2,9,0,7.0,-0.9914448613738104,-0.13052619222005163,-0.9749279121818236,-0.2225209339563146,60
3,3,70,2,0,-1,4,5,2,0,3,2,9,0,12.333333333333334,-0.984807753012208,-0.17364817766693033,0.9749279121818236,-0.22252093395631434,140
3,3,50,2,0,-1,1,1,1,0,2,1,9,0,8.0,0.5446390350150269,-0.8386705679454242,0.7818314824680298,0.6234898018587336,100
2,3,40,2,0,-1,6,1,1,13,1,1,19,0,7.0,0.5372996083468238,0.8433914458128857,0.9749279121818236,-0.22252093395631434,80
3,6,30,2,16,4,4,1,1,11,2,3,9,0,7.5,-0.979045472484584,0.203641751140177,-2.4492935982947064e-16,1.0,60
3,6,60,2,0,-1,6,1,1,0,1,1,9,0,7.0,-0.9883615104677607,0.15212338618991678,0.43388373911755823,-0.900968867902419,120
2,6,60,2,13,4,1,1,1,0,1,1,9,5,9.0,-0.6427876096865393,-0.766044443118978,-0.433883739117558,-0.9009688679024191,120
2,3,70,2,0,-1,1,1,1,0,3,1,9,0,3.6666666666666665,-0.5842496656374342,-0.8115739819650124,-0.9749279121818236,-0.2225209339563146,140
2,6,20,1,13,4,1,1,1,0,2,1,1,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,20
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,9.0,-0.9978589232386036,0.06540312923014237,-0.7818314824680299,0.6234898018587334,30
3,6,30,2,0,4,1,1,1,0,2,1,1,0,2.0,-0.13052619222005132,-0.9914448613738105,0.7818314824680298,0.6234898018587336,60
3,6,60,2,0,-1,4,1,1,0,2,1,9,0,9.0,-0.608761429008721,0.7933533402912349,0.43388373911755823,-0.900968867902419,120
3,6,30,1,13,4,4,1,2,0,2,1,9,0,6.0,-0.608761429008721,0.7933533402912349,0.7818314824680298,0.6234898018587336,30
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,-0.9807852804032303,-0.19509032201612866,0.43388373911755823,-0.900968867902419,30
3,7,70,2,0,-1,1,1,1,0,2,1,9,0,5.0,-0.8968727415326883,-0.44228869021900136,-0.9749279121818236,-0.2225209339563146,140
3,6,40,1,0,-1,4,1,1,0,1,1,9,0,14.0,0.9807852804032304,0.19509032201612833,0.7818314824680298,0.6234898018587336,40
2,9,30,1,16,2,1,4,2,0,2,1,9,0,9.5,-0.6593458151000688,-0.7518398074789774,0.7818314824680298,0.6234898018587336,30
3,6,30,1,13,4,4,1,1,0,1,1,9,0,13.0,-0.958819734868193,-0.28401534470392265,0.43388373911755823,-0.900968867902419,30
2,1,30,1,0,4,1,1,1,0,2,1,1,0,4.0,0.5842496656374344,-0.8115739819650123,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,4.5,-0.9537169507482267,-0.3007057995042738,0.9749279121818236,-0.22252093395631434,30
3,1,30,1,0,4,1,1,1,0,2,1,1,0,9.0,0.8870108331782218,-0.4617486132350338,0.43388373911755823,-0.900968867902419,30
2,7,30,1,0,2,1,1,1,0,2,1,1,0,7.0,0.90630778703665,-0.42261826174069933,-0.433883739117558,-0.9009688679024191,30
2,6,20,1,0,-1,1,1,1,0,1,1,9,0,11.0,0.7518398074789774,-0.6593458151000688,-0.433883739117558,-0.9009688679024191,20
3,6,30,1,13,4,4,2,2,0,1,1,9,0,11.0,-0.9440890203927844,0.32969064526278663,-0.433883739117558,-0.9009688679024191,30
3,6,60,2,0,-1,6,7,2,0,1,1,9,0,4.0,-0.9848077530122081,0.17364817766692997,-2.4492935982947064e-16,1.0,120
3,3,70,2,0,-1,1,1,2,0,2,3,9,0,2.5,-0.5519369853120585,-0.833885822067168,-2.4492935982947064e-16,1.0,140
3,3,70,2,0,-1,4,2,2,0,1,1,9,0,15.0,-0.7009092642998509,-0.7132504491541817,0.7818314824680298,0.6234898018587336,140
2,6,30,1,13,4,4,1,1,0,2,1,1,0,1.5,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,30
3,1,60,2,0,-1,1,1,2,0,2,2,9,0,4.0,0.8870108331782218,-0.4617486132350338,0.43388373911755823,-0.900968867902419,120
3,1,30,1,0,4,1,1,2,0,2,1,4,1,5.5,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,30
3,1,60,2,0,4,1,1,1,0,2,1,9,0,5.5,-0.7933533402912349,-0.6087614290087209,-0.9749279121818236,-0.2225209339563146,120
3,6,30,1,16,4,1,1,2,0,2,1,1,0,5.0,0.8968727415326884,-0.44228869021900113,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,12.5,-0.5913096483635824,-0.8064446042674825,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,4,1,2,0,2,1,9,0,11.5,-0.9824503977255098,0.18652403600873432,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,0,-1,1,1,1,0,2,2,9,0,3.0,0.2840153447039226,-0.958819734868193,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,13,2,1,1,2,0,2,2,9,0,6.5,-0.7826081568524138,-0.6225146366376196,0.43388373911755823,-0.900968867902419,30
2,3,30,1,16,2,1,1,1,0,2,1,9,0,4.0,0.8594064115014528,-0.5112930860770519,-0.433883739117558,-0.9009688679024191,30
3,6,20,1,0,-1,1,1,1,0,1,1,9,0,6.0,0.7372773368101241,-0.6755902076156602,-0.433883739117558,-0.9009688679024191,20
3,3,30,1,13,2,1,1,1,0,2,3,9,0,8.5,0.22069743502150113,-0.9753423205085127,-0.7818314824680299,0.6234898018587334,30
3,6,20,1,13,4,1,1,1,0,1,1,9,0,5.0,0.7933533402912352,-0.6087614290087207,-0.7818314824680299,0.6234898018587334,20
3,6,30,1,13,4,4,1,1,0,2,2,3,0,8.0,-0.8746197071393961,0.4848096202463365,-2.4492935982947064e-16,1.0,30
3,9,20,1,0,-1,1,1,1,0,1,1,9,0,10.0,-0.5913096483635824,-0.8064446042674825,0.9749279121818236,-0.22252093395631434,20
2,6,30,1,13,4,1,1,1,0,2,1,3,0,1.5,-0.9659258262890682,0.25881904510252113,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,13,4,4,9,4,0,2,1,3,0,6.5,0.9781476007338057,-0.20791169081775912,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,19,4,1,1,1,0,1,1,9,0,14.0,-0.9170600743851243,-0.39874906892524575,0.9749279121818236,-0.22252093395631434,30
3,1,30,1,0,2,1,1,1,0,2,2,3,0,9.0,-0.21643961393810293,-0.9762960071199334,0.7818314824680298,0.6234898018587336,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,0.5187732581605218,-0.8549118706729464,-0.7818314824680299,0.6234898018587334,30
2,6,30,1,0,-1,4,1,1,0,2,2,9,5,3.5,-0.1993679344171965,0.9799247046208297,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,-0.6658816660008345,-0.7460573750616993,0.9749279121818236,-0.22252093395631434,30
3,3,30,1,0,-1,1,1,1,0,2,1,9,0,12.0,-0.9469301294951056,-0.3214394653031618,0.9749279121818236,-0.22252093395631434,30
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,17.0,0.9713420698132614,-0.237685892326173,-0.9749279121818236,-0.2225209339563146,140
2,7,50,2,0,4,1,1,1,0,2,1,5,0,9.5,-0.9396926207859085,0.34202014332566816,0.9749279121818236,-0.22252093395631434,100
3,3,50,1,0,-1,1,1,1,0,2,1,9,1,6.0,-0.8012538126910606,-0.5983246005706593,0.7818314824680298,0.6234898018587336,50
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,4.0,-0.5913096483635824,-0.8064446042674825,0.9749279121818236,-0.22252093395631434,30
3,6,30,2,0,4,1,1,1,0,2,2,9,0,6.0,-0.6087614290087207,-0.7933533402912352,0.43388373911755823,-0.900968867902419,60
3,3,50,2,0,-1,1,1,1,0,2,1,9,0,5.5,0.23768589232617293,-0.9713420698132614,0.9749279121818236,-0.22252093395631434,100
3,6,30,1,19,4,4,2,1,0,3,2,9,0,5.666666666666667,-0.9862856015372313,-0.16504760586067815,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,4,2,2,0,1,1,9,0,12.0,-0.594822786751341,0.8038568606172175,-2.4492935982947064e-16,1.0,30
3,6,30,2,0,-1,1,1,1,0,2,1,1,0,1.5,-0.9762960071199334,-0.21643961393810282,0.7818314824680298,0.6234898018587336,60
3,6,30,2,0,-1,1,1,1,0,2,1,1,0,2.5,-0.3826834323650892,-0.923879532511287,0.7818314824680298,0.6234898018587336,60
3,6,30,1,13,4,1,1,1,0,2,1,1,0,0.0,-0.6190939493098341,-0.7853169308807448,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,0.5913096483635824,0.8064446042674827,0.7818314824680298,0.6234898018587336,30
3,6,30,1,13,2,1,1,1,0,2,1,9,0,5.5,-0.9914448613738104,0.13052619222005213,-2.4492935982947064e-16,1.0,30
2,6,40,2,13,4,1,1,1,0,2,1,3,0,13.5,-0.25038000405444155,-0.9681476403781077,-0.433883739117558,-0.9009688679024191,80
3,6,30,1,0,-1,1,1,1,0,2,2,5,0,14.5,-0.9883615104677607,0.15212338618991678,0.7818314824680298,0.6234898018587336,30
3,6,30,1,0,-1,1,1,1,0,1,1,1,0,7.0,-0.3826834323650892,-0.923879532511287,0.9749279121818236,-0.22252093395631434,30
3,6,30,2,13,2,7,1,2,0,2,1,3,0,3.0,-0.9659258262890682,0.25881904510252113,0.7818314824680298,0.6234898018587336,60
3,3,70,2,0,4,7,1,2,0,2,1,9,0,6.5,-0.9978589232386036,0.06540312923014237,-0.433883739117558,-0.9009688679024191,140
3,6,30,1,16,4,7,1,1,0,2,1,9,0,4.5,-0.9762960071199335,0.21643961393810246,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,16.5,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,0,-1,4,1,2,0,2,1,3,0,6.5,-0.8767267557075079,0.48098876891938736,0.43388373911755823,-0.900968867902419,30
2,2,30,1,13,4,1,2,2,0,1,1,20,0,8.0,0.4422886902190013,-0.8968727415326883,0.9749279121818236,-0.22252093395631434,30
3,3,70,2,0,-1,4,1,1,0,1,3,9,0,15.0,-0.7933533402912352,0.6087614290087205,-2.4492935982947064e-16,1.0,140
3,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,-0.9575713608048143,0.2881962681340896,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,13,4,1,1,1,0,2,1,9,5,6.0,0.8526401643540923,-0.5224985647159488,-0.433883739117558,-0.9009688679024191,30
3,1,20,1,0,4,1,2,2,0,2,1,1,0,6.5,0.4422886902190013,-0.8968727415326883,-0.9749279121818236,-0.2225209339563146,20
3,6,20,1,17,4,4,1,1,0,2,1,1,5,2.5,-0.9990482215818578,-0.04361938736533613,-0.7818314824680299,0.6234898018587334,20
3,6,30,1,13,2,4,4,1,0,2,1,9,0,7.0,-0.9997620270799091,0.021814885034561356,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,-0.8968727415326883,-0.44228869021900136,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,17.0,0.20791169081775931,-0.9781476007338057,-0.9749279121818236,-0.2225209339563146,30
2,6,30,2,0,-1,1,1,1,0,1,1,9,0,7.0,-0.872496007072797,-0.4886212414969553,-0.9749279121818236,-0.2225209339563146,60
3,6,30,1,0,2,1,1,1,0,1,1,3,0,7.0,0.984807753012208,-0.1736481776669303,0.7818314824680298,0.6234898018587336,30
3,6,30,1,13,4,4,1,1,0,2,1,9,1,13.5,-0.979045472484584,0.203641751140177,0.43388373911755823,-0.900968867902419,30
3,6,30,2,0,4,1,1,1,0,1,1,9,0,1.0,-0.7986355100472928,-0.6018150231520483,0.43388373911755823,-0.900968867902419,60
2,6,40,1,0,-1,1,1,1,0,2,4,9,1,10.5,-0.7132504491541819,0.7009092642998505,-2.4492935982947064e-16,1.0,40
3,6,30,2,0,-1,1,9,1,0,1,1,11,0,7.0,0.4226182617406995,-0.9063077870366499,-0.7818314824680299,0.6234898018587334,60
2,6,30,1,0,-1,1,1,1,0,2,1,4,0,16.5,-0.9702957262759965,-0.24192189559966779,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,1,1,1,0,1,1,19,0,7.0,0.9396926207859084,-0.3420201433256687,0.43388373911755823,-0.900968867902419,30
3,6,30,1,13,4,1,1,1,0,1,1,1,0,7.0,-0.7132504491541819,0.7009092642998505,0.9749279121818236,-0.22252093395631434,30
3,1,30,1,0,4,1,1,1,0,2,1,9,0,5.5,0.6259234721840592,-0.7798844830928817,-2.4492935982947064e-16,1.0,30
3,3,70,2,0,-1,6,2,2,0,2,1,9,0,4.5,-0.8968727415326884,0.442288690219001,0.43388373911755823,-0.900968867902419,140
2,6,60,2,0,-1,1,1,1,0,3,2,1,1,2.6666666666666665,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,120
2,6,60,2,0,-1,1,1,1,0,1,2,9,0,12.0,0.8829475928589271,-0.46947156278589053,-0.433883739117558,-0.9009688679024191,120
3,1,40,2,0,4,4,1,1,0,2,1,9,0,7.0,-0.6427876096865396,0.7660444431189778,0.7818314824680298,0.6234898018587336,80
2,6,30,1,13,4,4,1,2,0,2,2,9,0,17.5,-0.9949685182509117,-0.10018806161207644,0.43388373911755823,-0.900968867902419,30
3,6,60,2,0,-1,1,1,1,0,1,1,19,0,24.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,120
2,6,60,2,0,-1,1,1,1,0,3,4,9,0,12.0,-0.882947592858927,-0.46947156278589075,-0.7818314824680299,0.6234898018587334,120
3,6,40,2,13,4,1,1,1,0,2,5,9,0,7.0,0.42656873990145816,-0.9044551454543681,-0.7818314824680299,0.6234898018587334,80
3,6,30,2,0,-1,1,1,1,0,2,3,19,0,3.5,0.9238795325112867,-0.3826834323650897,-0.9749279121818236,-0.2225209339563146,60
3,6,60,2,0,-1,1,2,2,0,2,3,9,0,5.5,-0.7223639620597552,-0.6915130557822698,-2.4492935982947064e-16,1.0,120
3,6,30,2,0,-1,1,1,1,0,1,1,19,0,1.0,-0.44228869021900147,-0.8968727415326883,-0.433883739117558,-0.9009688679024191,60
3,1,20,1,0,4,4,2,2,0,2,1,9,0,8.5,-0.9496991262018771,0.3131638064837491,0.9749279121818236,-0.22252093395631434,20
3,6,60,2,16,4,1,1,1,0,2,1,9,0,11.5,-0.9965655024977614,-0.08280820751220469,0.43388373911755823,-0.900968867902419,120
3,6,30,1,13,4,1,9,1,0,1,1,9,0,7.0,-0.5075383629607039,-0.8616291604415259,-0.9749279121818236,-0.2225209339563146,30
3,6,30,2,13,2,4,1,1,13,2,4,9,0,7.5,-0.30070579950427384,0.9537169507482267,-2.4492935982947064e-16,1.0,60
2,6,30,1,0,4,1,1,1,0,2,1,1,0,2.5,-0.7743926440821854,-0.6327053285625162,-0.7818314824680299,0.6234898018587334,30
3,6,20,2,0,-1,6,9,1,0,1,1,4,0,2.0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,40
3,6,20,1,13,4,4,7,4,0,2,1,9,0,6.5,-0.9883615104677607,-0.15212338618991714,0.9749279121818236,-0.22252093395631434,20
2,1,30,1,0,4,1,1,1,0,2,1,1,0,5.5,-0.5842496656374341,0.8115739819650125,-0.9749279121818236,-0.2225209339563146,30
3,6,60,2,0,-1,1,1,1,0,2,1,3,0,2.0,-0.9713420698132613,-0.23768589232617343,-0.9749279121818236,-0.2225209339563146,120
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,11.0,0.6658816660008343,-0.7460573750616994,-2.4492935982947064e-16,1.0,30
3,6,30,2,13,4,1,2,2,0,2,1,9,0,4.0,-0.13917310096006552,-0.9902680687415703,0.9749279121818236,-0.22252093395631434,60
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,0.0,-0.9990482215818578,-0.04361938736533613,0.7818314824680298,0.6234898018587336,140
3,3,70,2,0,-1,1,1,1,0,1,1,9,0,13.0,-0.9753423205085126,-0.22069743502150163,-2.4492935982947064e-16,1.0,140
3,6,60,2,0,-1,4,8,1,0,2,1,9,0,16.0,-0.3296906452627871,0.9440890203927843,0.7818314824680298,0.6234898018587336,120
3,6,30,1,13,4,4,1,2,0,1,1,9,0,24.0,-0.9965655024977614,0.08280820751220433,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,0,-1,1,1,1,0,2,3,9,0,3.0,0.8314696123025451,-0.5555702330196023,-0.7818314824680299,0.6234898018587334,30
2,6,30,1,0,4,4,2,2,0,1,1,9,0,10.0,-0.9990482215818578,0.043619387365335764,-0.9749279121818236,-0.2225209339563146,30
3,2,30,1,19,4,4,1,1,0,1,1,9,1,20.0,0.8594064115014527,0.511293086077052,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,2,1,1,1,0,1,1,9,0,8.0,0.9997620270799091,0.02181488503456116,0.43388373911755823,-0.900968867902419,30
3,6,60,2,0,-1,1,8,2,0,3,3,19,0,3.6666666666666665,-0.18223552549214703,-0.9832549075639546,-0.7818314824680299,0.6234898018587334,120
3,6,60,2,16,4,6,1,2,0,2,1,9,5,6.5,-0.6593458151000687,0.7518398074789775,-0.7818314824680299,0.6234898018587334,120
3,3,70,2,0,2,1,1,2,0,2,1,9,0,9.0,-0.23768589232617313,-0.9713420698132614,-2.4492935982947064e-16,1.0,140
2,6,30,2,19,4,1,1,1,0,2,1,5,0,10.5,-0.7071067811865475,-0.7071067811865477,-0.9749279121818236,-0.2225209339563146,60
3,6,40,2,0,-1,4,1,1,0,1,1,11,0,18.0,-0.2756373558169998,0.9612616959383187,-0.7818314824680299,0.6234898018587334,80
3,6,30,1,13,4,1,1,1,0,1,1,9,0,9.0,-0.9990482215818578,-0.04361938736533613,0.7818314824680298,0.6234898018587336,30
2,6,60,2,0,-1,1,1,2,0,2,2,9,0,7.0,0.36243803828370175,-0.9320078692827984,0.43388373911755823,-0.900968867902419,120
3,3,70,2,0,-1,1,4,1,0,1,3,9,2,15.0,-0.8338858220671681,-0.5519369853120584,0.7818314824680298,0.6234898018587336,140
3,6,60,2,13,4,6,1,2,0,2,1,9,5,10.0,-0.9961946980917455,-0.08715574274765825,-0.7818314824680299,0.6234898018587334,120
3,6,30,1,18,4,1,1,1,0,2,1,1,0,7.0,-0.3826834323650892,-0.923879532511287,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,2,1,5,0,7.5,-0.9238795325112868,-0.3826834323650895,-0.433883739117558,-0.9009688679024191,30
3,6,30,2,13,4,1,1,1,0,1,1,9,0,13.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,13,4,4,1,2,0,1,1,3,1,7.0,0.8829475928589269,0.46947156278589086,-2.4492935982947064e-16,1.0,30
3,6,30,1,13,4,4,8,4,0,2,1,1,0,1.5,0.9496991262018769,-0.31316380648374964,0.43388373911755823,-0.900968867902419,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,0.5,0.8141155183563192,-0.5807029557109398,-0.7818314824680299,0.6234898018587334,30
3,2,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,30
3,6,30,2,13,4,1,1,1,0,1,1,9,0,18.0,0.13917310096006574,-0.9902680687415703,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,13,4,1,1,1,0,2,1,9,0,9.0,0.8038568606172174,-0.5948227867513411,0.43388373911755823,-0.900968867902419,30
3,6,30,2,19,4,1,1,1,0,2,3,9,0,17.5,0.4305110968082951,-0.9025852843498606,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,16.0,-0.25881904510252035,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,30
3,3,50,1,13,4,1,1,1,0,3,1,9,5,5.0,-0.882947592858927,-0.46947156278589075,0.9749279121818236,-0.22252093395631434,50
2,6,30,2,0,-1,5,2,2,0,1,1,3,0,7.0,0.90630778703665,-0.42261826174069933,-0.9749279121818236,-0.2225209339563146,60
2,6,40,2,13,4,1,1,1,0,2,3,9,0,10.5,-0.9978589232386035,-0.06540312923014362,-2.4492935982947064e-16,1.0,80
2,6,40,2,16,3,1,1,1,0,2,2,9,0,10.0,-0.4027466898587371,-0.9153114791194472,0.43388373911755823,-0.900968867902419,80
3,6,30,1,0,-1,1,9,1,0,2,1,9,0,7.5,-0.7575649843840494,-0.6527597524627227,0.7818314824680298,0.6234898018587336,30
3,6,50,2,0,-1,6,1,1,19,1,1,9,1,19.0,-0.9961946980917455,0.08715574274765789,-0.433883739117558,-0.9009688679024191,100
3,3,70,2,0,2,4,1,1,0,1,1,9,1,12.0,-0.6190939493098343,0.7853169308807446,0.7818314824680298,0.6234898018587336,140
3,6,60,2,0,-1,6,1,1,0,2,1,9,0,3.0,-0.4107188526134778,0.9117620435770883,-2.4492935982947064e-16,1.0,120
3,7,70,2,0,4,1,1,1,0,2,2,9,0,16.5,-0.9914448613738104,-0.13052619222005163,-2.4492935982947064e-16,1.0,140
3,6,30,1,17,2,4,1,2,0,2,1,9,0,11.0,-0.09584575252022448,0.9953961983671787,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,3.5,-0.04361938736533627,-0.9990482215818578,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,0,4,1,1,1,0,2,1,9,0,3.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,30
3,3,70,2,0,-1,6,1,1,13,2,1,9,0,2.0,0.766044443118978,0.6427876096865394,-2.4492935982947064e-16,1.0,140
2,6,30,1,0,-1,4,1,4,0,3,2,9,0,9.0,-0.5664062369248329,0.8241261886220156,-0.7818314824680299,0.6234898018587334,30
2,6,30,1,13,4,1,1,1,0,2,1,9,0,14.0,0.3826834323650899,-0.9238795325112867,0.43388373911755823,-0.900968867902419,30
3,6,60,2,13,4,1,1,2,0,2,1,9,0,13.0,-0.7660444431189779,-0.6427876096865395,-0.7818314824680299,0.6234898018587334,120
3,6,30,1,0,-1,4,1,1,0,2,1,9,5,11.0,-0.9832549075639546,0.18223552549214742,-2.4492935982947064e-16,1.0,30
2,6,60,2,0,-1,1,1,1,0,1,1,9,2,21.0,-0.9862856015372313,-0.16504760586067815,-0.9749279121818236,-0.2225209339563146,120
1,6,20,2,0,4,1,1,1,0,6,1,9,0,8.666666666666666,-0.7933533402912352,0.6087614290087205,-2.4492935982947064e-16,1.0,40
2,6,50,2,0,-1,6,1,1,0,1,5,9,1,11.0,-0.740218127486832,0.6723668074346681,-0.9749279121818236,-0.2225209339563146,100
3,6,30,2,19,2,1,1,1,0,2,1,9,0,5.0,0.8090169943749475,-0.587785252292473,0.7818314824680298,0.6234898018587336,60
3,6,30,1,19,4,1,2,2,0,2,1,9,0,16.5,0.17364817766693028,-0.984807753012208,-0.9749279121818236,-0.2225209339563146,30
2,3,60,2,0,-1,6,1,2,0,1,1,9,2,16.0,-0.9723699203976768,0.23344536385590478,0.7818314824680298,0.6234898018587336,120
3,6,30,1,19,2,4,1,2,0,1,1,9,0,7.0,-0.9238795325112866,0.38268343236509,0.7818314824680298,0.6234898018587336,30
3,1,60,2,0,4,1,1,2,0,1,1,9,1,14.0,0.6691306063588583,-0.7431448254773941,-0.9749279121818236,-0.2225209339563146,120
