collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos,speed_x_area
2,6,30,2,0,2,1,1,1,0,2,1,5,0,7.0,-0.5699967625963029,-0.8216469379421637,-2.4492935982947064e-16,1.0,60
2,6,60,2,13,4,6,1,2,0,1,2,9,1,16.0,-0.999914327574007,-0.013089595571344698,0.9749279121818236,-0.22252093395631434,120
3,6,60,2,0,-1,6,1,2,0,3,3,9,0,5.0,0.9832549075639546,-0.18223552549214753,-0.433883739117558,-0.9009688679024191,120
2,6,40,2,0,-1,6,2,3,0,2,2,9,0,8.5,-0.9659258262890682,0.25881904510252113,-0.433883739117558,-0.9009688679024191,80
3,6,20,2,0,-1,4,2,2,13,1,1,9,2,18.0,0.8616291604415257,0.5075383629607042,-0.9749279121818236,-0.2225209339563146,40
2,3,40,1,0,-1,4,2,2,0,2,1,9,0,11.0,-0.7660444431189781,0.6427876096865393,0.9749279121818236,-0.22252093395631434,40
3,6,30,1,0,4,1,1,2,0,2,2,9,0,13.0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,30
2,3,30,1,0,-1,1,1,1,0,2,1,1,0,7.5,0.8314696123025451,-0.5555702330196023,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,13,4,1,1,1,0,2,1,1,0,3.5,0.5807029557109399,-0.8141155183563191,-0.433883739117558,-0.9009688679024191,30
3,1,30,1,0,4,1,2,2,0,2,1,9,0,7.0,-0.9670459389139432,0.2546019482055274,-0.7818314824680299,0.6234898018587334,30
3,3,40,2,13,2,1,1,1,0,2,1,9,0,12.5,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,80
3,3,30,2,0,-1,4,1,1,0,2,1,9,0,9.0,-0.740218127486832,0.6723668074346681,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,0,-1,1,1,1,0,2,2,9,0,8.0,-0.4578739151169568,-0.8890171414857364,0.43388373911755823,-0.900968867902419,30
3,6,30,2,13,4,1,1,1,0,2,2,9,0,6.5,-0.8968727415326883,-0.44228869021900136,0.9749279121818236,-0.22252093395631434,60
3,6,30,1,0,4,4,1,1,0,2,1,3,0,3.0,-0.9914448613738104,0.13052619222005213,-0.433883739117558,-0.9009688679024191,30
3,6,60,2,19,-1,1,1,1,0,2,1,9,0,8.0,-0.999533590836713,0.030538513209822354,-0.433883739117558,-0.9009688679024191,120
2,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,-0.9990482215818578,-0.04361938736533613,0.43388373911755823,-0.900968867902419,30
3,1,70,2,0,4,1,1,1,0,2,2,9,1,2.0,0.7986355100472927,-0.6018150231520484,0.43388373911755823,-0.900968867902419,140
3,6,30,1,0,-1,1,1,1,0,3,1,9,5,13.666666666666666,-0.06540312923014287,-0.9978589232386035,-2.4492935982947064e-16,1.0,30
3,6,30,2,19,4,1,1,1,0,2,1,9,0,12.0,0.9271838545667874,-0.37460659341591207,-2.4492935982947064e-16,1.0,60
3,1,70,1,0,4,1,1,1,0,2,1,9,0,2.0,-0.23768589232617313,-0.9713420698132614,-0.7818314824680299,0.6234898018587334,70
3,3,40,2,0,-1,1,1,1,17,2,1,19,0,0.0,-0.9807852804032303,-0.19509032201612866,0.43388373911755823,-0.900968867902419,80
3,6,30,1,13,4,1,1,1,0,2,1,8,0,9.5,-0.6593458151000688,-0.7518398074789774,-0.7818314824680299,0.6234898018587334,30
3,6,60,2,13,4,1,1,1,0,1,2,9,0,1.0,0.45009844103743535,-0.8929789434111368,0.7818314824680298,0.6234898018587336,120
3,6,30,1,0,4,1,1,1,0,2,1,9,0,1.5,-0.6087614290087207,-0.7933533402912352,0.9749279121818236,-0.22252093395631434,30
2,6,60,2,0,-1,1,1,1,0,1,1,5,1,2.0,-0.646123979642964,-0.7632324697825288,0.9749279121818236,-0.22252093395631434,120
3,6,60,2,0,4,6,1,1,0,1,1,9,0,16.0,0.043619387365336,0.9990482215818578,-2.4492935982947064e-16,1.0,120
3,6,20,1,16,4,1,1,1,0,2,1,9,0,4.0,-0.9396926207859085,0.34202014332566816,-0.7818314824680299,0.6234898018587334,20
3,6,20,1,0,-1,1,2,2,0,1,1,9,0,0.0,-0.4226182617406993,-0.90630778703665,0.43388373911755823,-0.900968867902419,20
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,1.0,0.13052619222005157,-0.9914448613738104,-0.9749279121818236,-0.2225209339563146,30
2,6,30,1,16,1,1,2,2,0,2,2,9,0,6.5,-0.8788171126619653,-0.4771587602596087,-0.9749279121818236,-0.2225209339563146,30
2,6,30,2,0,-1,4,1,1,0,1,2,9,1,11.0,0.9537169507482268,0.3007057995042733,0.7818314824680298,0.6234898018587336,60
2,6,30,1,19,4,1,1,1,0,2,1,3,0,4.5,-0.5948227867513415,-0.8038568606172172,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,2.5,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,30
1,6,30,2,0,-1,1,1,1,0,1,2,9,0,1.0,-0.16934950384902456,-0.9855560590580777,-0.9749279121818236,-0.2225209339563146,60
2,6,30,1,0,-1,4,2,2,0,1,1,9,0,17.0,-0.5591929034707473,0.8290375725550414,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,-1,4,5,2,17,1,2,9,5,7.0,0.9799247046208296,-0.19936793441719705,0.9749279121818236,-0.22252093395631434,30
2,6,40,1,0,-1,7,2,2,0,1,2,9,5,17.0,-0.608761429008721,0.7933533402912349,-0.7818314824680299,0.6234898018587334,40
3,6,30,1,0,-1,1,1,2,0,1,1,9,0,16.0,-0.33791671800332673,-0.9411760152563707,0.7818314824680298,0.6234898018587336,30
3,6,50,2,18,4,1,1,1,0,2,1,9,0,11.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,100
3,6,60,2,0,-1,1,1,1,0,2,1,9,0,7.5,0.06540312923014312,-0.9978589232386035,0.7818314824680298,0.6234898018587336,120
3,6,30,2,0,4,1,2,2,0,2,1,4,0,8.5,0.7575649843840495,-0.6527597524627226,0.9749279121818236,-0.22252093395631434,60
3,6,20,2,13,4,1,1,1,0,2,1,3,0,10.5,-0.5877852522924734,0.8090169943749473,-2.4492935982947064e-16,1.0,40
3,6,50,2,13,4,1,1,1,0,2,1,1,0,5.0,-0.5372996083468236,-0.8433914458128858,0.7818314824680298,0.6234898018587336,100
2,6,40,1,13,4,4,1,2,0,2,1,3,5,8.5,0.9914448613738105,-0.13052619222005138,-0.9749279121818236,-0.2225209339563146,40
3,6,60,2,13,4,1,1,2,0,2,2,19,0,1.0,0.17364817766693028,-0.984807753012208,-0.433883739117558,-0.9009688679024191,120
2,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191,30
3,7,60,2,0,-1,6,1,1,0,1,1,4,5,24.0,-0.36243803828370186,0.9320078692827984,-0.433883739117558,-0.9009688679024191,120
3,6,60,2,13,4,4,5,2,0,2,1,4,0,7.0,-0.9940563382223196,0.10886687485196471,-0.433883739117558,-0.9009688679024191,120
3,6,60,2,0,-1,5,2,2,0,2,1,9,0,0.5,-0.021814885034560975,-0.9997620270799091,-0.9749279121818236,-0.2225209339563146,120
3,6,30,1,16,2,4,1,1,0,3,2,9,0,4.333333333333333,-0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,30
3,6,30,2,0,-1,1,1,1,0,2,1,3,0,7.0,-0.10018806161207613,-0.9949685182509117,0.9749279121818236,-0.22252093395631434,60
2,1,60,2,0,4,1,1,1,0,2,2,5,5,2.5,-0.9366721892483977,0.3502073812594672,-0.9749279121818236,-0.2225209339563146,120
3,6,30,2,0,-1,1,1,1,0,2,2,9,0,7.0,0.838670567945424,-0.5446390350150271,-0.7818314824680299,0.6234898018587334,60
3,3,30,1,13,4,1,1,1,0,2,1,1,0,7.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,30
2,6,60,2,0,-1,1,1,1,0,2,1,5,0,17.0,-0.6427876096865393,-0.766044443118978,0.7818314824680298,0.6234898018587336,120
3,6,30,1,13,2,1,1,1,0,2,1,9,0,5.0,-0.7933533402912349,-0.6087614290087209,0.43388373911755823,-0.900968867902419,30
2,6,60,2,0,-1,1,1,1,0,1,1,5,1,15.0,-0.7071067811865475,-0.7071067811865477,0.7818314824680298,0.6234898018587336,120
3,6,30,1,13,4,1,1,1,17,1,1,9,0,6.0,0.9537169507482269,-0.30070579950427295,0.43388373911755823,-0.900968867902419,30
2,1,30,1,0,-1,4,1,2,0,1,2,9,0,3.0,0.4422886902190013,0.8968727415326883,-2.4492935982947064e-16,1.0,30
3,6,60,2,0,-1,6,2,2,0,1,1,9,0,15.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,120
3,6,30,2,13,4,1,1,1,0,2,1,9,0,6.5,-0.6087614290087207,-0.7933533402912352,-2.4492935982947064e-16,1.0,60
3,6,30,2,13,4,6,1,2,0,1,1,9,0,1.0,0.7798844830928817,0.6259234721840591,-2.4492935982947064e-16,1.0,60
3,6,60,2,0,-1,1,1,1,0,2,1,1,0,4.0,0.19080899537654497,-0.981627183447664,-2.4492935982947064e-16,1.0,120
3,6,30,1,13,2,1,1,1,0,2,1,9,0,7.0,0.19509032201612816,-0.9807852804032304,-0.7818314824680299,0.6234898018587334,30
2,6,60,2,13,4,1,1,1,12,2,1,5,0,12.0,0.446197813109809,-0.894934361602025,-0.433883739117558,-0.9009688679024191,120
3,6,30,1,0,-1,6,1,1,0,2,1,19,0,9.0,0.9902680687415704,-0.13917310096006535,0.43388373911755823,-0.900968867902419,30
3,6,30,1,0,-1,1,1,2,14,1,1,5,1,9.0,-0.19080899537654472,-0.981627183447664,-0.433883739117558,-0.9009688679024191,30
3,2,20,1,0,-1,1,1,1,0,1,1,19,0,1.0,-0.410718852613477,-0.9117620435770887,0.43388373911755823,-0.900968867902419,20
3,6,30,1,16,2,4,1,2,0,2,2,9,0,7.0,-0.953716950748227,0.3007057995042726,0.7818314824680298,0.6234898018587336,30
3,6,60,2,0,-1,1,1,1,0,1,1,9,5,20.0,-0.8216469379421633,-0.5699967625963036,-2.4492935982947064e-16,1.0,120
3,3,70,2,0,-1,6,1,2,0,2,2,9,1,7.5,-0.31730465640509187,0.9483236552061994,0.43388373911755823,-0.900968867902419,140
3,6,40,2,0,-1,1,8,1,0,3,2,9,0,6.333333333333333,-0.5372996083468236,-0.8433914458128858,-0.7818314824680299,0.6234898018587334,80
3,6,60,2,13,4,1,1,1,0,2,1,9,0,8.5,-0.33791671800332673,-0.9411760152563707,-0.433883739117558,-0.9009688679024191,120
3,6,60,2,16,4,6,1,2,0,2,4,9,0,9.5,0.3420201433256687,0.9396926207859084,-2.4492935982947064e-16,1.0,120
3,6,60,2,0,-1,1,1,1,0,2,2,9,0,7.5,-0.7372773368101239,-0.6755902076156604,-2.4492935982947064e-16,1.0,120
3,6,30,2,13,4,5,1,2,21,3,3,1,0,7.0,0.10018806161207594,-0.9949685182509117,-2.4492935982947064e-16,1.0,60
3,1,60,2,0,4,1,1,1,0,2,1,9,0,8.5,-0.9990482215818578,-0.04361938736533613,-0.9749279121818236,-0.2225209339563146,120
3,6,30,1,13,-1,1,8,1,0,2,1,1,0,6.5,0.9940563382223196,-0.10886687485196461,-0.9749279121818236,-0.2225209339563146,30
2,6,30,2,13,4,1,1,1,0,2,1,1,0,0.5,0.19509032201612816,-0.9807852804032304,-2.4492935982947064e-16,1.0,60
3,6,30,1,0,-1,4,1,1,0,1,1,5,2,24.0,-0.9997620270799091,-0.021814885034560836,-0.7818314824680299,0.6234898018587334,30
3,1,30,1,0,4,1,1,1,0,2,1,9,5,6.0,0.5555702330196022,-0.8314696123025453,-2.4492935982947064e-16,1.0,30
3,6,60,2,0,-1,1,1,2,0,2,1,9,1,7.5,0.8746197071393959,-0.484809620246337,0.9749279121818236,-0.22252093395631434,120
2,6,40,1,0,-1,4,1,1,0,2,1,4,0,2.0,0.9908658973868822,-0.13485093027372297,-2.4492935982947064e-16,1.0,40
2,6,40,2,0,-1,1,1,1,0,2,1,1,0,5.5,-0.44228869021900147,-0.8968727415326883,-0.9749279121818236,-0.2225209339563146,80
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,4.5,0.48862124149695485,-0.8724960070727972,-0.433883739117558,-0.9009688679024191,140
2,6,30,1,0,-1,4,1,1,13,2,1,5,2,16.5,-0.9978589232386035,-0.06540312923014362,0.43388373911755823,-0.900968867902419,30
3,3,40,1,16,2,4,1,2,0,2,4,9,0,7.0,-0.9999619230641713,0.008726535498374096,0.9749279121818236,-0.22252093395631434,40
2,6,30,1,19,4,1,1,1,0,2,3,9,0,12.0,0.19509032201612816,-0.9807852804032304,0.43388373911755823,-0.900968867902419,30
3,3,30,1,0,-1,1,1,1,0,1,1,9,0,6.0,-0.872496007072797,-0.4886212414969553,-0.9749279121818236,-0.2225209339563146,30
3,6,30,2,17,4,4,1,1,0,2,1,9,0,0.5,-0.6427876096865396,0.7660444431189778,-0.9749279121818236,-0.2225209339563146,60
3,6,30,2,18,4,1,1,1,0,2,1,9,1,10.0,-0.7372773368101239,-0.6755902076156604,0.9749279121818236,-0.22252093395631434,60
3,6,40,2,0,-1,5,1,2,0,2,2,9,0,5.5,-0.7743926440821857,0.6327053285625159,-0.7818314824680299,0.6234898018587334,80
3,6,40,2,13,4,1,1,1,0,1,1,9,1,5.0,-0.6593458151000688,-0.7518398074789774,0.9749279121818236,-0.22252093395631434,80
3,6,30,1,16,4,1,1,1,0,2,1,3,0,10.0,-0.8949343616020253,0.44619781310980833,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,16,4,1,1,2,0,3,3,9,0,12.333333333333334,0.6819983600624985,-0.7313537016191705,0.43388373911755823,-0.900968867902419,30
3,3,70,2,0,-1,1,1,1,0,3,4,9,1,12.0,0.7960020025346222,-0.6052939880428942,0.7818314824680298,0.6234898018587336,140
3,6,40,2,13,4,4,1,1,0,2,1,5,0,12.0,-0.27982901403099325,0.9600498543859284,-0.433883739117558,-0.9009688679024191,80
3,6,30,1,13,4,1,1,1,0,2,1,1,2,-0.5,-0.5000000000000001,-0.8660254037844386,0.9749279121818236,-0.22252093395631434,30
3,3,70,1,0,-1,1,1,2,0,2,1,9,0,9.0,-0.3624380382837015,-0.9320078692827986,-0.9749279121818236,-0.2225209339563146,70
3,6,30,2,0,-1,1,9,1,0,2,1,1,0,7.0,-0.9940563382223196,0.10886687485196471,-0.9749279121818236,-0.2225209339563146,60
3,6,20,1,0,-1,1,1,1,0,2,2,9,2,16.0,-0.9238795325112866,0.38268343236509,-0.9749279121818236,-0.2225209339563146,20
3,1,30,1,0,4,1,2,2,0,2,1,1,5,4.0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,30
3,6,40,2,0,-1,1,1,1,13,2,1,9,0,8.0,0.17364817766693028,-0.984807753012208,-0.433883739117558,-0.9009688679024191,80
3,1,30,2,0,4,4,1,1,0,1,2,9,0,13.0,-0.40274668985873824,0.9153114791194467,-0.9749279121818236,-0.2225209339563146,60
2,6,30,1,13,4,4,1,1,0,1,1,1,0,7.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,30
1,3,70,2,0,-1,4,1,1,0,2,1,11,0,5.0,0.9890158633619168,0.14780941112961077,0.7818314824680298,0.6234898018587336,140
2,1,30,2,0,4,1,1,1,0,2,1,1,0,2.5,0.8616291604415257,-0.5075383629607043,-2.4492935982947064e-16,1.0,60
3,6,30,2,0,-1,1,2,2,0,2,1,1,2,5.5,-0.3214394653031611,-0.9469301294951058,0.43388373911755823,-0.900968867902419,60
3,3,70,2,0,-1,5,1,1,0,2,2,9,0,7.5,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,140
3,6,40,1,0,-1,1,1,2,0,2,1,1,0,6.0,-0.6755902076156598,-0.7372773368101244,0.9749279121818236,-0.22252093395631434,40
1,3,70,2,0,-1,1,1,1,0,3,3,9,5,1.3333333333333333,0.3705574375098363,-0.9288095528719242,-0.433883739117558,-0.9009688679024191,140
3,6,30,2,13,4,1,1,2,0,3,3,9,0,7.666666666666667,-0.16934950384902456,-0.9855560590580777,-0.9749279121818236,-0.2225209339563146,60
3,1,30,1,0,4,1,1,1,0,2,1,9,0,11.5,0.8968727415326884,-0.44228869021900113,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,13,4,1,2,2,0,2,2,9,0,7.0,-0.25881904510252035,-0.9659258262890684,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,4,0,1,1,9,1,12.0,0.6494480483301838,-0.7604059656000309,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,17,2,1,1,1,0,3,2,9,0,11.666666666666666,0.004363309284746422,-0.9999904807207345,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,13,4,4,1,2,0,1,1,9,0,2.0,-0.9824503977255098,0.18652403600873432,-0.433883739117558,-0.9009688679024191,30
2,6,30,1,19,-1,1,2,2,21,1,2,5,2,23.0,0.7040147244559682,-0.7101853756232854,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,19,2,4,2,2,0,2,1,9,0,5.5,-0.9961946980917455,-0.08715574274765825,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,2,1,1,0,7.5,-0.938191335922484,-0.34611705707749335,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,-0.7372773368101239,-0.6755902076156604,0.9749279121818236,-0.22252093395631434,30
2,6,30,1,0,-1,1,1,1,0,2,1,9,0,2.0,-0.7132504491541817,-0.7009092642998508,-0.433883739117558,-0.9009688679024191,30
2,3,30,1,13,4,1,1,1,0,2,1,1,0,6.5,0.9469301294951057,-0.3214394653031616,-2.4492935982947064e-16,1.0,30
3,6,30,1,13,2,1,1,1,0,2,1,9,0,5.0,-0.7933533402912349,-0.6087614290087209,0.9749279121818236,-0.22252093395631434,30
2,7,70,1,0,-1,1,2,2,0,2,1,9,2,13.5,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,70
2,6,30,1,0,-1,1,1,1,0,1,2,9,0,11.0,-0.69779045984168,-0.7163019434246544,-0.7818314824680299,0.6234898018587334,30
2,9,30,1,17,4,1,1,2,0,1,2,9,0,0.0,-0.04361938736533627,-0.9990482215818578,-0.9749279121818236,-0.2225209339563146,30
3,3,30,2,0,-1,1,1,1,0,2,2,9,0,10.0,0.7372773368101241,-0.6755902076156602,-0.433883739117558,-0.9009688679024191,60
3,3,30,1,13,4,1,1,1,0,1,1,8,0,7.0,-0.9238795325112866,0.38268343236509,-0.433883739117558,-0.9009688679024191,30
3,3,30,1,0,-1,1,1,1,0,2,1,9,0,3.0,0.15212338618991708,-0.9883615104677607,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,4,1,1,0,2,1,9,5,5.0,-0.9063077870366498,0.4226182617406996,-0.7818314824680299,0.6234898018587334,30
3,3,30,1,13,4,1,1,1,0,2,1,9,0,9.5,-0.19509032201612792,-0.9807852804032305,-2.4492935982947064e-16,1.0,30
3,6,30,1,0,4,1,1,2,0,2,1,3,0,6.0,0.12619896913583,-0.992004949679715,-0.9749279121818236,-0.2225209339563146,30
3,3,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,0.04361938736533607,-0.9990482215818578,-0.7818314824680299,0.6234898018587334,30
3,1,30,1,0,4,1,1,1,0,1,1,9,0,5.0,-0.4617486132350337,-0.8870108331782218,0.7818314824680298,0.6234898018587336,30
3,3,30,1,0,4,1,1,1,0,2,1,1,0,8.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,30
1,6,30,1,18,4,1,1,2,0,1,1,11,0,23.0,-0.8549118706729466,-0.5187732581605214,0.9749279121818236,-0.22252093395631434,30
2,6,20,1,13,4,1,1,1,0,1,1,9,0,4.0,-0.7604059656000306,-0.6494480483301841,0.9749279121818236,-0.22252093395631434,20
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,8.5,0.2798290140309923,-0.9600498543859286,0.9749279121818236,-0.22252093395631434,30
3,6,20,1,13,4,1,1,1,0,2,1,1,0,4.5,0.8503522249955631,-0.5262139236518693,-0.433883739117558,-0.9009688679024191,20
3,6,30,1,13,4,1,1,1,0,1,1,9,0,3.0,0.4422886902190013,-0.8968727415326883,-2.4492935982947064e-16,1.0,30
2,6,20,1,13,4,1,1,1,0,1,1,9,0,11.0,-0.77162458338772,-0.6360782202777638,-0.433883739117558,-0.9009688679024191,20
3,6,30,1,19,4,1,1,1,0,3,2,9,0,6.0,0.7163019434246544,-0.69779045984168,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,4.5,-0.9238795325112868,-0.3826834323650895,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,13,4,4,1,1,0,2,1,1,5,3.5,-0.9469301294951057,0.3214394653031615,-0.9749279121818236,-0.2225209339563146,30
2,6,30,1,19,4,1,9,1,0,2,1,1,0,6.0,-0.21643961393810293,-0.9762960071199334,-0.433883739117558,-0.9009688679024191,30
2,6,30,2,0,-1,1,1,1,0,1,1,4,1,3.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,60
3,1,70,1,0,2,1,1,1,0,2,1,5,5,7.5,0.3826834323650899,-0.9238795325112867,0.7818314824680298,0.6234898018587336,70
3,6,30,1,13,2,5,1,2,0,2,1,9,0,8.0,-0.8594064115014526,0.5112930860770523,0.43388373911755823,-0.900968867902419,30
2,6,30,1,13,4,1,1,1,0,2,2,9,0,1.5,0.10886687485196457,-0.9940563382223196,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,16,2,4,1,1,0,2,1,9,0,1.0,-0.9099612708765433,0.4146932426562389,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,1,1,9,0,15.0,-0.5519369853120585,-0.833885822067168,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,16,4,1,1,1,0,1,1,9,0,7.0,0.8549118706729467,-0.5187732581605212,0.9749279121818236,-0.22252093395631434,30
3,6,20,1,13,4,1,1,1,0,2,1,9,0,7.0,-0.9807852804032303,-0.19509032201612866,-0.7818314824680299,0.6234898018587334,20
3,3,40,1,0,2,1,1,1,13,2,2,9,0,0.0,0.3826834323650899,-0.9238795325112867,-0.7818314824680299,0.6234898018587334,40
3,3,30,1,16,2,1,1,1,0,2,1,9,0,7.5,-0.9961946980917455,-0.08715574274765825,0.43388373911755823,-0.900968867902419,30
3,6,20,1,13,4,1,1,1,0,2,1,9,0,15.5,-0.9914448613738104,0.13052619222005213,-0.9749279121818236,-0.2225209339563146,20
3,6,30,1,13,4,1,1,1,0,2,1,9,0,10.5,-0.026176948307873177,-0.9996573249755573,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,18,4,4,1,1,0,2,2,3,5,1.5,-0.7798844830928816,0.6259234721840593,0.9749279121818236,-0.22252093395631434,30
3,3,30,1,0,-1,7,2,2,0,2,1,9,0,2.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,30
3,6,30,1,13,4,1,1,1,0,2,1,9,0,10.5,-0.8362861558477592,-0.5482932295199142,-0.9749279121818236,-0.2225209339563146,30
3,3,30,1,16,2,1,3,2,0,1,1,9,1,6.0,0.7313537016191706,-0.6819983600624984,0.7818314824680298,0.6234898018587336,30
2,6,20,1,13,4,1,1,1,0,2,1,9,0,8.0,-0.4617486132350337,-0.8870108331782218,0.9749279121818236,-0.22252093395631434,20
3,6,30,2,0,2,1,8,4,0,1,1,9,1,4.0,0.8012538126910607,-0.5983246005706591,0.7818314824680298,0.6234898018587336,60
3,3,30,1,0,-1,1,1,1,0,2,3,9,0,7.5,0.3826834323650899,-0.9238795325112867,-0.433883739117558,-0.9009688679024191,30
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,-0.8433914458128855,-0.5372996083468242,0.43388373911755823,-0.900968867902419,30
2,6,30,1,0,-1,1,1,1,0,1,2,2,0,3.0,-0.8115739819650121,-0.5842496656374347,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,-1,1,1,1,0,3,1,9,0,3.333333333333333,-0.3826834323650892,-0.923879532511287,0.9749279121818236,-0.22252093395631434,30
3,6,30,1,0,-1,4,1,1,0,1,1,9,0,8.0,0.7372773368101241,0.6755902076156602,0.9749279121818236,-0.22252093395631434,30
3,6,30,2,0,4,1,1,1,0,3,1,5,2,12.0,-0.8290375725550414,-0.5591929034707472,-0.7818314824680299,0.6234898018587334,60
3,6,30,1,13,4,4,1,2,0,2,1,9,0,6.5,-0.4422886902190014,0.8968727415326883,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,4,4,1,1,0,2,2,9,0,5.0,-0.9997620270799091,0.021814885034561356,-0.433883739117558,-0.9009688679024191,30
3,6,40,2,0,-1,4,4,1,0,3,1,9,0,5.0,-0.8314696123025455,0.5555702330196018,-2.4492935982947064e-16,1.0,80
3,1,40,1,0,-1,1,2,2,0,1,1,9,0,14.0,0.9914448613738105,-0.13052619222005138,0.9749279121818236,-0.22252093395631434,40
3,6,30,1,16,4,1,1,1,0,2,1,9,0,16.0,-0.6755902076156598,-0.7372773368101244,-0.433883739117558,-0.9009688679024191,30
3,3,30,1,13,4,1,1,2,0,2,1,1,0,3.5,-0.026176948307873177,-0.9996573249755573,0.7818314824680298,0.6234898018587336,30
3,3,40,1,0,4,4,1,1,0,1,1,9,0,9.0,-0.9807852804032303,-0.19509032201612866,-0.433883739117558,-0.9009688679024191,40
3,6,30,1,13,4,4,1,2,0,2,2,9,0,4.0,0.134850930273723,0.9908658973868822,-0.7818314824680299,0.6234898018587334,30
3,6,30,1,0,-1,1,1,1,0,2,1,9,0,-0.5,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,30
3,2,30,1,13,3,1,8,1,0,1,1,9,0,11.0,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,30
3,6,30,1,16,2,1,1,1,0,2,1,9,0,5.0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,30
2,3,30,1,0,-1,1,1,1,0,1,1,3,0,4.0,0.9799247046208296,-0.19936793441719705,-0.9749279121818236,-0.2225209339563146,30
3,9,30,1,19,4,1,1,1,0,1,1,11,0,4.0,-0.9469301294951056,-0.3214394653031618,-0.433883739117558,-0.9009688679024191,30
2,6,60,2,0,-1,6,2,2,0,2,1,17,5,14.5,-0.9914448613738104,0.13052619222005213,0.7818314824680298,0.6234898018587336,120
3,3,40,1,19,2,1,1,1,0,2,3,9,0,5.0,-0.6593458151000688,-0.7518398074789774,-0.433883739117558,-0.9009688679024191,40
3,1,30,2,0,2,1,1,1,0,2,2,9,0,13.5,-0.9238795325112868,-0.3826834323650895,-0.433883739117558,-0.9009688679024191,60
2,6,30,1,13,4,4,2,2,0,3,1,9,0,9.0,-0.6593458151000687,0.7518398074789775,0.9749279121818236,-0.22252093395631434,30
3,6,30,2,13,4,1,1,2,20,2,1,9,0,4.0,0.8090169943749475,-0.587785252292473,-0.7818314824680299,0.6234898018587334,60
2,3,40,2,0,-1,1,1,2,0,3,2,19,0,5.0,-0.21643961393810293,-0.9762960071199334,-0.7818314824680299,0.6234898018587334,80
3,6,30,1,0,-1,4,1,2,0,2,2,9,0,6.0,0.9238795325112867,-0.3826834323650897,-0.433883739117558,-0.9009688679024191,30
