collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos
3,6,30,1,13,4,1,2,2,0,2,1,4,0,6.0,0.5262139236518698,-0.8503522249955627,-0.9749279121818236,-0.2225209339563146
3,3,40,1,-1,9,1,9,9,99,2,1,9,9,3.5,0.1305261922200515,-0.9914448613738104,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,1,1,0,1,1,9,0,20.0,-0.9320078692827986,0.3624380382837014,-2.4492935982947064e-16,1.0
3,6,30,1,16,2,1,1,1,0,2,1,9,9,12.5,-0.6087614290087207,-0.7933533402912352,-0.9749279121818236,-0.2225209339563146
3,2,20,1,-1,9,1,1,1,0,2,1,1,9,-1.0,0.9025852843498604,-0.4305110968082953,0.4338837391175582,-0.900968867902419
3,6,30,1,19,4,1,1,1,0,2,1,3,5,4.0,0.5877852522924732,-0.8090169943749473,0.4338837391175582,-0.900968867902419
3,6,30,1,13,2,4,1,2,0,1,1,11,0,3.0,0.1088668748519645,0.9940563382223196,0.7818314824680298,0.6234898018587336
3,6,20,1,16,4,4,8,1,0,1,1,9,0,10.0,-0.9945218953682734,0.1045284632676529,-0.7818314824680299,0.6234898018587334
3,9,20,1,-1,9,4,1,1,0,2,1,9,9,5.5,0.5409744713679939,0.8410390129643924,-2.4492935982947064e-16,1.0
1,6,30,1,16,2,1,1,2,0,2,1,1,0,1.5,0.4694715627858911,-0.8829475928589268,0.4338837391175582,-0.900968867902419
3,3,30,1,0,-1,1,1,1,0,2,1,3,0,7.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
3,6,20,1,0,-1,1,1,2,0,2,1,9,0,10.0,0.9733792584604484,0.2292003909224142,-0.7818314824680299,0.6234898018587334
3,3,30,1,0,-1,4,1,1,0,1,1,9,0,-1.0,0.9883615104677608,0.1521233861899168,0.4338837391175582,-0.900968867902419
3,6,30,1,16,3,4,2,2,0,2,1,3,0,8.0,-0.9961946980917455,-0.0871557427476582,-0.7818314824680299,0.6234898018587334
2,6,30,1,19,4,4,1,1,0,1,1,9,0,11.0,-0.9153114791194472,0.402746689858737,-0.9749279121818236,-0.2225209339563146
3,6,30,1,13,4,1,1,1,0,2,1,5,9,11.5,-0.5446390350150271,-0.838670567945424,0.4338837391175582,-0.900968867902419
3,6,20,1,13,4,4,3,3,0,1,1,9,0,-1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336
3,6,20,1,0,2,1,1,1,0,2,1,9,9,6.5,-0.6494480483301835,-0.760405965600031,0.7818314824680298,0.6234898018587336
3,1,20,1,0,4,1,1,1,0,2,1,3,0,2.0,-0.5555702330196023,-0.8314696123025452,0.4338837391175582,-0.900968867902419
3,3,40,1,16,2,4,1,2,0,3,1,9,0,0.3333333333333333,0.8064446042674825,0.5913096483635825,0.9749279121818236,-0.2225209339563143
3,7,20,1,-1,9,1,8,1,0,2,1,3,9,3.5,-0.7933533402912349,-0.6087614290087209,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,4,1,1,0,2,1,9,1,16.0,-0.8433914458128857,0.5372996083468239,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,2,2,0,2,1,9,0,4.0,-0.9772311064626787,-0.2121776721564464,-0.7818314824680299,0.6234898018587334
3,6,30,1,-1,2,1,1,1,0,1,1,8,9,5.0,-0.9762960071199334,-0.2164396139381028,0.7818314824680298,0.6234898018587336
3,3,40,1,17,2,1,1,1,0,2,1,5,5,6.0,-0.8526401643540924,-0.5224985647159486,-0.433883739117558,-0.9009688679024191
3,6,20,1,0,-1,1,1,1,0,2,1,3,0,8.0,-0.9990482215818578,0.0436193873653357,0.9749279121818236,-0.2225209339563143
3,6,20,2,13,2,4,1,1,0,2,1,9,0,6.0,-0.1779435454738415,0.9840406976462908,0.4338837391175582,-0.900968867902419
3,6,20,1,19,4,4,1,2,0,2,1,4,5,4.5,-0.9762960071199336,0.2164396139381024,-0.7818314824680299,0.6234898018587334
3,6,20,1,13,4,4,1,2,0,2,1,3,5,10.0,-0.996917333733128,-0.0784590957278455,0.9749279121818236,-0.2225209339563143
3,6,20,1,-1,9,1,1,1,99,2,1,3,9,7.5,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
3,6,30,1,16,2,1,1,1,0,2,1,9,9,10.0,0.8362861558477593,-0.548293229519914,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,4,1,1,1,0,2,1,4,0,7.0,0.8549118706729467,-0.5187732581605212,0.9749279121818236,-0.2225209339563143
3,6,30,1,0,-1,1,1,1,20,1,2,9,0,14.0,-0.8064446042674829,0.591309648363582,-0.9749279121818236,-0.2225209339563146
3,9,20,1,16,4,4,2,2,0,2,1,9,9,7.0,-0.7660444431189781,0.6427876096865393,-2.4492935982947064e-16,1.0
3,9,30,1,0,-1,1,9,9,99,1,1,11,9,-1.0,-0.3826834323650892,-0.923879532511287,0.9749279121818236,-0.2225209339563143
3,6,30,1,17,2,1,1,1,0,2,1,19,0,1.0,0.9713420698132614,-0.237685892326173,-0.7818314824680299,0.6234898018587334
3,6,40,1,13,2,1,1,1,0,2,1,9,0,7.5,-0.9975640502598242,-0.0697564737441255,-0.9749279121818236,-0.2225209339563146
3,3,40,1,0,-1,1,1,1,0,2,1,4,0,3.5,-0.6259234721840587,-0.779884483092882,-0.9749279121818236,-0.2225209339563146
3,9,30,1,-1,9,1,1,1,0,2,1,9,9,-1.0,0.6755902076156604,-0.737277336810124,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,9,1,0,1,1,9,0,17.0,0.7460573750616996,-0.6658816660008342,0.7818314824680298,0.6234898018587336
3,6,20,1,13,4,4,9,9,0,2,1,8,9,9.5,0.9238795325112868,0.3826834323650898,0.7818314824680298,0.6234898018587336
3,6,30,1,13,4,4,1,1,0,2,1,9,5,15.0,0.3007057995042731,0.9537169507482268,0.4338837391175582,-0.900968867902419
3,6,20,1,13,4,1,1,1,0,2,1,1,0,1.5,-0.8968727415326883,-0.4422886902190013,0.7818314824680298,0.6234898018587336
3,1,40,1,0,2,4,1,1,0,2,1,9,0,8.0,-0.0174524064372844,0.9998476951563912,-0.9749279121818236,-0.2225209339563146
3,1,40,1,-1,9,4,1,1,99,2,1,3,9,6.0,-0.5187732581605222,0.8549118706729462,-2.4492935982947064e-16,1.0
3,6,30,1,13,4,4,1,1,0,2,1,1,9,8.0,-0.9978589232386036,0.0654031292301423,-0.9749279121818236,-0.2225209339563146
2,6,20,1,13,4,1,1,1,0,2,1,1,2,6.5,-0.6915130557822693,-0.7223639620597556,-0.7818314824680299,0.6234898018587334
3,6,20,1,16,2,1,1,1,0,2,1,1,0,2.5,-0.9469301294951056,-0.3214394653031618,0.9749279121818236,-0.2225209339563143
2,9,30,1,16,2,4,1,1,0,2,1,1,9,-1.0,-0.1305261922200516,0.9914448613738104,-2.4492935982947064e-16,1.0
2,9,20,1,13,2,7,9,9,99,1,1,9,9,-1.0,0.2334453638559054,0.9723699203976766,0.4338837391175582,-0.900968867902419
3,3,20,1,16,2,1,1,1,0,2,1,1,9,27.0,0.8890171414857366,-0.4578739151169564,-0.7818314824680299,0.6234898018587334
2,3,20,1,0,-1,1,1,1,0,1,1,97,9,-1.0,-0.9238795325112866,0.38268343236509,-0.9749279121818236,-0.2225209339563146
3,2,20,1,17,4,1,1,1,0,1,2,9,0,12.0,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0
3,6,30,1,13,4,4,1,1,0,2,1,1,0,-1.0,-0.6819983600624983,0.7313537016191707,-2.4492935982947064e-16,1.0
3,6,20,1,0,-1,4,1,2,0,1,1,3,0,11.0,-0.6427876096865396,0.7660444431189778,-0.7818314824680299,0.6234898018587334
2,2,20,1,13,4,4,2,2,0,2,1,1,0,5.5,-0.981627183447664,0.1908089953765442,0.4338837391175582,-0.900968867902419
3,6,30,1,16,2,4,1,1,0,4,1,9,0,7.75,0.9153114791194472,0.4027466898587372,-0.433883739117558,-0.9009688679024191
3,3,30,1,13,4,1,1,1,0,2,1,3,9,12.0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
3,7,20,1,13,2,1,1,1,0,2,1,3,9,9.0,0.7223639620597556,-0.6915130557822693,-0.433883739117558,-0.9009688679024191
3,6,20,1,13,4,1,1,1,0,1,1,3,0,-1.0,-0.8767267557075077,-0.4809887689193877,-0.433883739117558,-0.9009688679024191
3,6,20,1,13,4,1,1,1,0,1,1,9,9,-1.0,-0.9997620270799092,-0.0218148850345608,-0.9749279121818236,-0.2225209339563146
3,2,30,1,13,4,4,1,2,0,2,1,1,9,1.0,-0.9914448613738104,0.1305261922200521,0.9749279121818236,-0.2225209339563143
3,3,30,1,0,-1,1,9,9,99,1,1,9,9,-1.0,-0.7071067811865475,-0.7071067811865477,-0.9749279121818236,-0.2225209339563146
3,6,30,1,13,4,1,1,1,0,2,1,1,0,3.5,-0.8314696123025448,-0.555570233019603,-0.7818314824680299,0.6234898018587334
3,6,30,1,16,4,1,1,1,0,1,1,11,0,1.0,-0.8829475928589271,0.4694715627858904,0.7818314824680298,0.6234898018587336
3,6,20,1,13,4,1,1,2,0,2,1,9,9,2.5,-0.8433914458128855,-0.5372996083468242,0.4338837391175582,-0.900968867902419
3,6,20,1,18,4,1,2,2,0,2,1,8,0,10.0,-0.2588190451025203,-0.9659258262890684,-2.4492935982947064e-16,1.0
3,6,20,1,16,4,4,2,2,0,2,1,3,0,9.0,0.065403129230143,0.9978589232386036,0.9749279121818236,-0.2225209339563143
3,6,30,1,0,-1,1,1,2,0,2,1,3,1,6.0,0.1736481776669302,-0.984807753012208,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,4,1,1,0,2,1,9,9,7.0,-0.999533590836713,0.0305385132098223,0.7818314824680298,0.6234898018587336
2,3,30,1,19,4,1,1,1,0,2,1,3,2,6.0,-0.6122172800344491,-0.7906895737438435,-2.4492935982947064e-16,1.0
3,3,50,1,0,-1,1,1,1,0,2,1,5,9,7.5,-0.9990482215818578,-0.0436193873653361,0.4338837391175582,-0.900968867902419
3,6,30,1,13,4,1,1,1,0,2,1,3,1,6.5,-0.9063077870366498,0.4226182617406996,-0.433883739117558,-0.9009688679024191
3,6,30,1,19,4,4,2,2,0,2,1,9,0,6.5,-0.8386705679454243,0.5446390350150266,-0.9749279121818236,-0.2225209339563146
3,9,20,1,0,-1,4,1,9,0,2,1,9,9,8.0,-0.4656145203251117,0.8849876374630418,-0.433883739117558,-0.9009688679024191
3,6,20,1,13,4,1,1,1,0,1,1,9,9,-1.0,0.5372996083468238,-0.8433914458128857,0.9749279121818236,-0.2225209339563143
3,2,20,1,16,2,1,1,1,0,2,1,3,9,8.0,-0.9006982393225876,-0.4344452574044176,0.9749279121818236,-0.2225209339563143
2,6,30,1,0,-1,4,1,1,0,2,1,1,9,0.0,-0.9961946980917455,0.0871557427476578,-0.7818314824680299,0.6234898018587334
3,6,30,1,-1,9,1,1,1,0,2,1,1,9,2.5,0.8064446042674828,-0.5913096483635821,0.4338837391175582,-0.900968867902419
3,2,20,1,13,4,1,1,1,0,2,2,9,0,-1.0,-0.3826834323650892,-0.923879532511287,0.7818314824680298,0.6234898018587336
3,6,30,1,13,2,1,1,1,0,3,2,9,0,7.333333333333333,-0.8968727415326883,-0.4422886902190013,-0.9749279121818236,-0.2225209339563146
3,9,30,1,-1,9,1,1,1,0,1,1,9,9,13.0,-0.9914448613738104,-0.1305261922200516,0.9749279121818236,-0.2225209339563143
3,6,30,1,18,4,1,1,1,0,2,1,3,0,2.0,-0.9743700647852352,-0.2249510543438652,-0.433883739117558,-0.9009688679024191
3,3,40,1,17,2,4,1,1,0,2,1,3,5,13.0,-0.8433914458128857,0.5372996083468239,0.7818314824680298,0.6234898018587336
3,9,20,1,-1,9,7,9,9,99,2,1,9,9,7.0,-0.7163019434246545,0.69779045984168,-0.9749279121818236,-0.2225209339563146
3,2,20,1,0,-1,1,1,1,99,2,1,3,9,4.0,-0.9692309097067544,0.2461532930289925,-2.4492935982947064e-16,1.0
3,9,20,1,16,4,1,8,1,99,2,1,1,9,-1.0,-0.9238795325112868,-0.3826834323650895,0.4338837391175582,-0.900968867902419
3,6,20,1,-1,2,4,1,1,0,2,1,1,9,1.0,-0.4809887689193877,0.8767267557075077,0.9749279121818236,-0.2225209339563143
3,6,30,1,0,4,1,1,1,0,2,1,9,0,10.0,0.6427876096865395,-0.7660444431189779,-0.9749279121818236,-0.2225209339563146
3,6,20,1,19,2,1,1,1,0,1,1,5,0,1.0,-0.9807852804032304,-0.1950903220161286,-0.9749279121818236,-0.2225209339563146
3,6,20,1,13,4,1,8,1,0,2,1,1,9,-1.0,-0.0436193873653362,-0.9990482215818578,-0.7818314824680299,0.6234898018587334
3,6,20,1,0,-1,1,1,1,0,1,1,9,0,-1.0,0.0218148850345607,-0.9997620270799092,-0.7818314824680299,0.6234898018587334
3,6,20,1,13,4,1,2,2,13,2,1,3,9,12.0,-0.7071067811865475,-0.7071067811865477,-0.433883739117558,-0.9009688679024191
3,1,20,1,16,4,7,1,1,0,2,1,1,0,6.5,-0.1736481776669312,0.984807753012208,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,1,1,0,2,1,3,0,1.0,-0.8594064115014526,0.5112930860770523,-0.433883739117558,-0.9009688679024191
3,6,30,1,19,2,1,1,1,0,2,1,3,9,8.0,-0.2714404498650739,-0.9624552364536474,0.7818314824680298,0.6234898018587336
3,2,30,1,0,-1,6,1,1,0,3,1,9,0,1.3333333333333333,0.2334453638559054,0.9723699203976766,0.9749279121818236,-0.2225209339563143
3,6,30,1,13,4,1,1,1,0,2,1,1,9,-1.0,0.9469301294951056,-0.3214394653031616,0.4338837391175582,-0.900968867902419
3,2,20,1,-1,9,1,1,1,99,2,1,1,9,-1.0,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,1,1,1,0,2,1,3,0,4.5,-0.1305261922200513,-0.9914448613738104,0.9749279121818236,-0.2225209339563143
3,3,20,1,0,-1,1,1,1,0,2,1,3,5,2.0,-0.9995335908367128,-0.0305385132098227,0.4338837391175582,-0.900968867902419
3,2,30,1,-1,9,1,1,1,99,2,1,3,9,1.5,0.819152044288992,-0.5735764363510458,-0.9749279121818236,-0.2225209339563146
3,9,30,1,16,2,1,1,1,0,2,1,3,9,4.5,-0.9914448613738104,0.1305261922200521,-0.7818314824680299,0.6234898018587334
2,6,20,1,18,9,1,1,1,0,2,1,1,9,6.0,-0.9807852804032304,0.1950903220161283,-0.433883739117558,-0.9009688679024191
3,6,30,1,16,2,1,1,1,0,2,1,9,0,5.5,-0.5187732581605212,-0.8549118706729467,-0.433883739117558,-0.9009688679024191
3,6,30,1,0,-1,1,1,1,0,2,1,1,0,1.0,-0.9914448613738104,-0.1305261922200516,-0.9749279121818236,-0.2225209339563146
3,6,30,1,13,4,4,1,1,0,2,1,9,0,2.5,-0.9983916705573488,-0.0566927875633777,0.9749279121818236,-0.2225209339563143
3,6,60,2,13,4,1,1,1,0,3,1,9,1,7.0,0.5771451900372336,-0.8166415551616789,-0.7818314824680299,0.6234898018587334
2,3,70,2,0,-1,1,1,1,0,5,3,9,0,2.6,-0.279829014030992,-0.9600498543859288,0.9749279121818236,-0.2225209339563143
3,3,70,2,0,-1,1,1,1,14,2,1,9,1,1.0,-0.4422886902190014,-0.8968727415326883,-0.9749279121818236,-0.2225209339563146
3,6,30,1,0,-1,4,2,2,0,2,1,9,0,7.5,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
3,6,30,2,0,-1,1,1,1,0,3,1,9,1,-0.6666666666666666,-0.9469301294951056,-0.3214394653031618,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,4,1,1,1,0,2,1,1,0,6.5,-0.9762960071199336,0.2164396139381024,0.9749279121818236,-0.2225209339563143
2,6,30,1,13,4,1,1,1,0,2,1,1,0,5.5,-0.9840406976462908,-0.1779435454738423,0.4338837391175582,-0.900968867902419
3,6,40,1,13,4,4,2,2,0,2,1,3,0,0.0,-0.9537169507482268,-0.3007057995042738,0.9749279121818236,-0.2225209339563143
3,3,70,2,0,-1,7,5,2,0,1,1,9,5,-1.0,-0.9469301294951056,0.3214394653031615,0.7818314824680298,0.6234898018587336
3,6,30,2,0,-1,1,1,1,0,1,1,-1,0,-1.0,-0.9883615104677608,-0.1521233861899171,-2.4492935982947064e-16,1.0
3,6,40,2,0,-1,4,1,1,0,2,1,9,0,2.5,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0
3,6,30,2,19,4,1,1,1,0,1,1,9,2,12.0,0.5187732581605218,-0.8549118706729464,0.7818314824680298,0.6234898018587336
3,1,60,2,0,-1,4,1,1,0,1,1,9,0,9.0,-0.2292003909224142,0.9733792584604484,-0.7818314824680299,0.6234898018587334
3,3,70,2,0,-1,1,1,1,0,1,1,9,0,8.0,0.8115739819650124,-0.5842496656374342,-0.9749279121818236,-0.2225209339563146
3,6,60,2,0,-1,6,1,1,0,3,2,9,0,7.666666666666667,-0.9411760152563706,-0.337916718003327,-0.433883739117558,-0.9009688679024191
2,1,30,2,0,4,1,1,1,0,2,1,1,0,2.5,-0.5555702330196023,-0.8314696123025452,-0.433883739117558,-0.9009688679024191
2,6,30,1,13,4,1,1,1,0,1,1,9,0,7.0,-0.1305261922200513,-0.9914448613738104,0.4338837391175582,-0.900968867902419
3,6,30,1,16,2,1,1,2,0,2,1,1,0,4.5,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419
3,6,60,2,19,4,1,1,2,0,2,1,9,0,10.0,0.4617486132350339,-0.8870108331782217,-0.9749279121818236,-0.2225209339563146
3,3,50,2,0,-1,1,1,1,0,2,3,9,0,7.0,-0.8549118706729466,-0.5187732581605214,-2.4492935982947064e-16,1.0
3,6,30,1,13,4,1,8,2,0,2,2,9,0,5.0,0.6427876096865395,-0.7660444431189779,0.4338837391175582,-0.900968867902419
3,3,70,2,0,-1,1,1,1,17,3,2,8,2,6.666666666666667,0.7798844830928817,-0.6259234721840591,-2.4492935982947064e-16,1.0
3,1,60,2,0,4,1,1,1,0,2,1,1,0,1.5,-0.3214394653031611,-0.9469301294951058,-0.433883739117558,-0.9009688679024191
2,6,40,1,0,-1,1,1,1,0,2,1,3,0,7.5,-0.4539904997395462,-0.8910065241883681,-0.433883739117558,-0.9009688679024191
3,3,40,2,0,-1,1,1,1,0,2,1,1,0,0.5,-0.7223639620597552,-0.6915130557822698,0.7818314824680298,0.6234898018587336
3,6,40,2,13,4,6,1,2,0,1,2,9,0,18.0,-0.6851829903263593,0.7283709698824,-2.4492935982947064e-16,1.0
3,1,60,2,0,4,1,1,1,0,2,2,9,0,1.5,-0.9975640502598242,-0.0697564737441255,-2.4492935982947064e-16,1.0
2,6,30,1,0,4,4,1,1,0,1,1,5,0,24.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
3,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.0,0.0087265354983744,-0.9999619230641712,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,8.0,-0.9762960071199334,-0.2164396139381028,0.4338837391175582,-0.900968867902419
3,6,60,2,0,-1,1,8,2,0,1,1,9,2,11.0,0.3907311284892741,-0.9205048534524402,-0.433883739117558,-0.9009688679024191
3,6,30,1,18,4,4,1,1,0,1,1,9,0,3.0,-0.9469301294951056,-0.3214394653031618,0.4338837391175582,-0.900968867902419
3,6,60,2,13,4,6,1,1,0,2,1,9,0,-1.0,-0.9988483864849508,0.0479781285213434,-0.433883739117558,-0.9009688679024191
3,3,50,1,13,2,1,1,2,0,2,1,9,0,5.0,-0.9496991262018768,-0.3131638064837503,-0.9749279121818236,-0.2225209339563146
1,6,40,1,0,-1,1,1,1,0,1,1,1,0,-1.0,-0.7071067811865475,-0.7071067811865477,-2.4492935982947064e-16,1.0
3,6,30,2,13,4,1,1,1,0,2,1,3,1,21.0,-0.9238795325112868,-0.3826834323650895,-0.9749279121818236,-0.2225209339563146
2,6,30,1,13,4,1,1,1,0,1,1,1,0,-1.0,-0.9659258262890682,0.2588190451025211,-0.9749279121818236,-0.2225209339563146
2,3,70,2,0,-1,1,1,1,0,2,1,9,2,27.0,-0.9411760152563706,-0.337916718003327,0.4338837391175582,-0.900968867902419
2,6,30,2,13,4,1,1,1,0,2,1,4,0,3.0,-0.1088668748519647,-0.9940563382223196,0.7818314824680298,0.6234898018587336
3,6,30,1,18,4,1,1,1,0,1,1,9,0,10.0,-0.981627183447664,0.1908089953765442,0.7818314824680298,0.6234898018587336
3,3,30,1,13,2,4,1,1,0,2,1,-1,0,-1.0,0.9762960071199334,0.2164396139381029,-0.9749279121818236,-0.2225209339563146
3,3,70,2,0,4,1,2,2,0,1,1,9,1,15.0,0.8480480961564261,-0.5299192642332048,0.4338837391175582,-0.900968867902419
2,3,70,2,0,-1,6,1,1,0,2,2,9,0,7.0,0.0218148850345611,0.9997620270799092,-0.9749279121818236,-0.2225209339563146
2,6,30,1,13,4,1,1,1,0,2,1,3,0,9.0,-0.3542910379977158,-0.9351352096860116,-0.9749279121818236,-0.2225209339563146
3,6,40,2,13,4,6,2,2,0,2,1,9,0,-1.0,-0.9550199444571869,0.2965415749755707,0.4338837391175582,-0.900968867902419
3,1,30,1,0,4,4,1,1,0,2,1,1,0,1.0,-0.9396926207859084,0.3420201433256681,-0.7818314824680299,0.6234898018587334
3,6,40,2,0,-1,4,1,1,0,1,1,9,1,13.0,0.0043633092847465,0.9999904807207344,-0.9749279121818236,-0.2225209339563146
3,6,30,1,16,2,1,8,1,0,2,1,4,0,8.0,-0.7660444431189779,-0.6427876096865395,0.9749279121818236,-0.2225209339563143
3,6,30,2,16,4,1,1,1,0,2,1,9,0,4.5,-0.5000000000000001,-0.8660254037844386,-2.4492935982947064e-16,1.0
2,6,30,2,16,4,1,1,1,0,2,1,1,1,0.0,0.1736481776669302,-0.984807753012208,0.7818314824680298,0.6234898018587336
3,6,30,1,13,4,1,1,1,0,2,1,1,0,-1.0,-0.0479781285213439,-0.9988483864849508,-2.4492935982947064e-16,1.0
3,1,40,1,0,4,1,1,1,0,2,2,9,0,4.5,0.90630778703665,-0.4226182617406993,-0.433883739117558,-0.9009688679024191
3,1,40,1,0,4,1,1,1,0,2,1,9,0,3.0,0.8968727415326884,-0.4422886902190011,-0.433883739117558,-0.9009688679024191
3,1,40,2,0,-1,1,1,-1,-1,2,1,9,1,12.5,-0.984807753012208,-0.1736481776669303,-0.433883739117558,-0.9009688679024191
2,6,30,1,13,-1,1,1,1,0,2,1,9,0,4.0,-0.7798844830928819,-0.625923472184059,0.4338837391175582,-0.900968867902419
3,6,30,1,0,-1,1,1,1,0,1,1,9,0,8.0,0.7101853756232853,-0.7040147244559685,-0.7818314824680299,0.6234898018587334
3,6,60,2,0,-1,1,1,1,0,2,1,9,1,1.5,-0.7253743710122879,0.6883545756937537,0.4338837391175582,-0.900968867902419
3,6,60,2,13,1,1,1,1,0,2,2,9,0,11.5,0.9762960071199334,-0.2164396139381028,-0.9749279121818236,-0.2225209339563146
2,3,70,2,0,-1,6,1,1,0,1,2,9,0,24.0,-0.7223639620597561,0.6915130557822688,-0.9749279121818236,-0.2225209339563146
3,6,30,1,13,-1,1,1,1,0,2,1,1,-1,0.0,0.1305261922200515,-0.9914448613738104,-2.4492935982947064e-16,1.0
3,6,30,2,0,-1,1,1,1,0,2,1,9,0,4.5,-0.6527597524627228,0.7575649843840493,0.9749279121818236,-0.2225209339563143
3,6,60,2,13,4,1,1,1,0,2,1,4,0,3.0,-0.1993679344171965,-0.9799247046208296,-2.4492935982947064e-16,1.0
3,3,70,2,0,-1,1,1,1,0,2,1,9,0,3.5,0.5372996083468238,-0.8433914458128857,-0.9749279121818236,-0.2225209339563146
3,3,50,1,0,-1,1,2,1,0,2,1,9,0,8.0,0.5807029557109399,-0.8141155183563191,-0.7818314824680299,0.6234898018587334
3,6,30,1,19,4,1,1,2,0,3,2,9,0,2.0,0.1950903220161281,-0.9807852804032304,-0.433883739117558,-0.9009688679024191
3,6,20,1,16,4,1,1,1,0,2,1,9,0,15.5,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563143
2,6,30,1,0,-1,1,1,1,0,2,1,1,0,-1.0,0.6883545756937539,-0.7253743710122876,-0.433883739117558,-0.9009688679024191
3,3,50,2,0,-1,1,1,1,0,2,1,9,0,2.5,-0.0654031292301428,-0.9978589232386036,-2.4492935982947064e-16,1.0
2,3,30,2,0,-1,4,1,1,0,2,4,9,0,10.0,-0.9997620270799092,-0.0218148850345608,-2.4492935982947064e-16,1.0
2,6,30,1,0,4,4,8,4,0,2,1,9,0,9.0,0.9807852804032304,-0.1950903220161279,0.4338837391175582,-0.900968867902419
2,6,50,2,13,4,1,7,4,20,1,1,9,1,-1.0,0.4999999999999999,-0.8660254037844387,-2.4492935982947064e-16,1.0
2,6,30,1,13,4,4,2,2,0,2,1,5,0,11.5,-0.9807852804032304,-0.1950903220161286,0.9749279121818236,-0.2225209339563143
2,6,40,2,0,-1,1,1,1,0,2,1,9,0,18.5,-0.9563047559630352,-0.2923717047227371,0.7818314824680298,0.6234898018587336
2,6,30,1,0,-1,1,2,2,0,1,1,19,0,8.0,-0.9238795325112868,-0.3826834323650895,0.9749279121818236,-0.2225209339563143
3,6,40,2,0,-1,1,1,2,0,4,2,9,1,5.25,0.9469301294951056,-0.3214394653031616,-0.433883739117558,-0.9009688679024191
3,6,50,2,16,4,6,2,2,0,2,2,9,0,7.5,-0.9961946980917455,-0.0871557427476582,0.9749279121818236,-0.2225209339563143
3,6,60,2,0,-1,6,1,1,0,2,3,9,0,14.5,-0.3583679495453007,0.9335804264972016,-2.4492935982947064e-16,1.0
2,6,60,2,0,-1,1,1,1,0,1,1,9,0,15.0,-0.9762960071199334,-0.2164396139381028,-0.7818314824680299,0.6234898018587334
3,6,30,1,13,4,1,1,1,0,2,1,9,0,8.0,-0.9320078692827984,-0.3624380382837018,-0.7818314824680299,0.6234898018587334
3,6,50,2,0,-1,1,1,1,0,3,1,9,0,4.333333333333333,-0.8616291604415258,-0.5075383629607041,-0.9749279121818236,-0.2225209339563146
2,6,30,2,0,-1,1,1,1,0,2,1,9,0,8.5,0.9351352096860116,-0.3542910379977156,0.9749279121818236,-0.2225209339563143
1,6,60,2,0,-1,1,2,2,0,1,1,9,0,15.0,-0.8849876374630418,-0.4656145203251116,-0.433883739117558,-0.9009688679024191
3,6,50,2,13,4,1,1,1,0,2,2,9,0,12.5,0.8808907382053855,-0.4733196671848433,0.4338837391175582,-0.900968867902419
2,6,20,2,0,-1,1,1,1,0,2,1,-1,0,3.0,0.8870108331782218,-0.4617486132350338,0.9749279121818236,-0.2225209339563143
3,6,60,2,0,-1,1,1,1,0,2,1,9,0,13.0,-0.6087614290087207,-0.7933533402912352,-0.9749279121818236,-0.2225209339563146
3,6,40,2,0,-1,1,1,1,0,1,1,20,3,5.0,-0.4962165036752078,-0.8681988144891425,-0.7818314824680299,0.6234898018587334
3,1,30,1,0,4,1,1,1,0,3,1,9,0,4.333333333333333,-0.9998476951563912,-0.0174524064372834,-0.9749279121818236,-0.2225209339563146
3,6,60,2,0,-1,1,1,1,21,2,1,9,1,7.0,0.4617486132350339,-0.8870108331782217,-0.7818314824680299,0.6234898018587334
2,6,40,1,13,4,4,1,1,0,1,1,11,0,17.0,-0.9647873238288128,0.2630312144579749,-0.7818314824680299,0.6234898018587334
