collision_severity,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,time_sin,time_cos,day_sin,day_cos
3,6,30,1,16,4,1,2,2,0,2,1,9,1,17.5,-0.4067366430757998,-0.9135454576426012,0.7818314824680298,0.6234898018587336
3,1,30,1,0,-1,4,1,2,0,2,1,9,0,5.0,-0.608761429008721,0.7933533402912349,0.4338837391175582,-0.900968867902419
3,6,30,1,0,-1,1,1,1,0,1,1,4,0,1.0,-0.7660444431189779,-0.6427876096865395,-0.7818314824680299,0.6234898018587334
2,6,30,1,13,4,1,1,1,0,2,1,1,0,3.5,-0.8012538126910608,0.598324600570659,-0.433883739117558,-0.9009688679024191
3,3,30,1,13,4,1,1,1,0,2,1,9,0,2.0,-0.6087614290087207,-0.7933533402912352,0.9749279121818236,-0.2225209339563143
3,6,30,1,19,4,4,1,1,0,2,1,1,0,-1.0,-0.7009092642998508,0.7132504491541817,-0.433883739117558,-0.9009688679024191
3,6,30,2,13,4,1,1,1,0,3,2,9,0,3.6666666666666665,-0.9953961983671789,-0.0958457525202244,-2.4492935982947064e-16,1.0
3,3,70,2,0,-1,1,1,1,0,1,1,9,1,20.0,0.3173046564050921,-0.9483236552061992,-2.4492935982947064e-16,1.0
2,3,60,2,0,-1,1,1,1,0,2,1,5,5,24.5,-0.9238795325112868,-0.3826834323650895,0.7818314824680298,0.6234898018587336
3,6,30,1,17,2,1,1,1,0,2,2,9,0,8.0,-0.9978589232386036,0.0654031292301423,-2.4492935982947064e-16,1.0
3,6,30,2,19,4,1,1,1,0,2,1,9,0,5.0,-0.7518398074789773,-0.6593458151000691,0.7818314824680298,0.6234898018587336
2,6,30,1,13,4,1,1,1,0,2,1,1,0,6.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
3,6,20,1,13,4,1,1,1,0,2,1,1,0,-1.0,0.8968727415326884,-0.4422886902190011,-0.7818314824680299,0.6234898018587334
3,2,30,1,13,4,1,1,1,0,2,1,9,9,1.5,-0.182235525492147,-0.9832549075639546,-2.4492935982947064e-16,1.0
2,6,20,1,13,4,1,9,1,0,1,1,9,9,-1.0,-0.8433914458128855,-0.5372996083468242,0.4338837391175582,-0.900968867902419
3,9,20,1,-1,2,1,1,1,0,2,1,3,9,2.0,0.0697564737441255,-0.9975640502598242,-0.9749279121818236,-0.2225209339563146
3,6,30,1,19,4,1,1,1,0,4,1,9,0,4.5,0.3826834323650899,-0.9238795325112868,0.7818314824680298,0.6234898018587336
3,2,30,1,0,4,1,1,1,0,2,1,3,1,3.5,-0.9575713608048144,-0.2881962681340891,-2.4492935982947064e-16,1.0
3,6,30,1,-1,9,1,1,1,0,1,1,9,9,-1.0,0.0130895955713446,-0.999914327574007,-0.433883739117558,-0.9009688679024191
3,6,20,1,0,4,4,1,1,11,1,1,3,0,8.0,0.3826834323650898,0.9238795325112868,0.7818314824680298,0.6234898018587336
3,6,30,1,13,4,1,1,1,13,2,1,9,0,5.0,-0.8064446042674827,-0.5913096483635822,0.4338837391175582,-0.900968867902419
3,9,20,1,0,4,1,8,1,0,2,1,9,9,6.0,-0.7372773368101239,-0.6755902076156604,-0.7818314824680299,0.6234898018587334
2,6,30,1,0,-1,4,1,2,0,2,1,5,0,14.0,-0.8115739819650127,0.5842496656374337,-0.433883739117558,-0.9009688679024191
3,6,30,1,13,4,1,2,2,0,1,1,9,0,18.0,0.8314696123025451,-0.5555702330196023,0.9749279121818236,-0.2225209339563143
3,6,30,1,19,3,4,1,1,0,1,1,11,0,13.0,-0.8314696123025455,0.5555702330196018,-0.9749279121818236,-0.2225209339563146
3,9,30,1,0,-1,1,1,2,0,2,1,9,9,3.0,-0.9600498543859288,0.279829014030992,0.9749279121818236,-0.2225209339563143
3,6,30,1,-1,2,1,8,1,0,1,1,11,9,11.0,-0.7372773368101239,-0.6755902076156604,-0.9749279121818236,-0.2225209339563146
2,6,40,1,16,4,1,1,1,0,2,1,1,0,6.0,-0.2588190451025203,-0.9659258262890684,-0.433883739117558,-0.9009688679024191
2,6,30,1,0,-1,6,1,1,0,2,2,9,0,10.0,0.4226182617406994,0.90630778703665,-0.7818314824680299,0.6234898018587334
3,6,30,1,0,-1,1,1,1,0,2,1,9,9,4.0,0.3826834323650899,-0.9238795325112868,-0.9749279121818236,-0.2225209339563146
3,1,30,1,0,4,1,1,1,0,1,1,9,0,1.0,0.3420201433256689,-0.9396926207859084,-0.433883739117558,-0.9009688679024191
