collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2022361208092,2022,361208092,1,1,1,1,25,5,3,0,0,0,0,0,9,2,E01026716,3,1,0,1,-1
2022501231441,2022,501231441,1,4,1,1,40,7,2,0,0,0,0,0,9,10,E01024468,7,1,1,0,-1
2022501280643,2022,501280643,1,1,1,2,52,8,3,0,0,0,0,0,9,6,E01018755,3,1,0,1,-1
2022131242688,2022,131242688,1,1,3,2,17,4,3,5,3,0,0,2,0,1,E01011667,3,1,0,1,-1
2022401153844,2022,401153844,2,1,2,2,21,5,3,0,0,-1,0,0,8,5,E01015740,3,1,0,1,-1
2022010372878,2022,010372878,1,1,1,1,25,5,3,0,0,0,0,0,3,5,E01033741,-1,0,0,1,-1
2022010375012,2022,010375012,1,2,2,-1,-1,-1,3,0,0,2,0,0,9,5,E01003741,-1,0,0,1,-1
2022201242843,2022,201242843,2,2,2,1,14,3,3,0,0,-1,0,0,9,1,E01009762,3,1,0,1,-1
2022451209796,2022,451209796,1,1,1,1,19,4,3,0,0,0,0,0,9,7,E01030833,3,1,0,1,-1
2022501242594,2022,501242594,1,1,1,1,58,9,3,0,0,0,0,0,20,7,E01018934,3,1,0,1,-1
2022010356393,2022,010356393,1,1,3,1,40,7,2,1,3,0,0,0,0,6,E01001065,-1,0,1,0,-1
2022351219635,2022,351219635,1,1,1,1,16,4,2,0,0,0,0,0,1,6,E01017961,7,1,1,0,-1
2022440235591,2022,440235591,1,1,1,1,64,9,3,0,0,0,0,0,1,8,E01013166,-1,0,0.10134,0.89866,-1
2022010412321,2022,010412321,1,1,1,1,18,4,2,0,0,0,0,0,3,2,E01001011,-1,0,1,0,-1
2022010376031,2022,010376031,2,1,1,1,38,7,3,0,0,0,0,0,2,1,E01001210,-1,0,0,1,-1
2022010413083,2022,010413083,1,1,1,1,24,5,3,0,0,0,0,0,3,3,E01001324,-1,0,0,1,-1
2022351140849,2022,351140849,1,2,3,2,13,3,3,9,5,0,0,0,0,-1,-1,3,1,0,1,-1
2022010367388,2022,010367388,1,1,3,2,53,8,2,6,9,0,0,0,0,3,E01003388,-1,0,1,0,-1
2022111256578,2022,111256578,1,1,3,2,17,4,2,5,3,0,0,0,0,2,E01020686,7,1,1,0,-1
2022122201214,2022,122201214,2,1,1,2,46,8,3,0,0,0,0,0,1,3,E01013335,-1,0,0.08863,0.91137,-1
2022440146039,2022,440146039,2,1,1,1,17,4,3,0,0,0,0,0,1,3,E01017080,-1,0,0.15551,0.84449,-1
2022552201098,2022,552201098,2,1,1,1,74,10,2,0,0,0,0,0,1,6,E01015383,-1,0,1,0,-1
2022010417172,2022,010417172,1,1,1,1,26,6,3,0,0,0,0,0,2,3,E01003339,-1,0,0,1,-1
2022161209763,2022,161209763,1,2,2,2,66,10,2,0,0,1,0,0,9,4,E01012981,5,1,1,0,-1
2022522204822,2022,522204822,1,1,1,2,50,8,3,0,0,0,0,0,9,9,E01014816,-1,0,0.01357,0.98643,-1
2022430522009,2022,430522009,1,1,2,2,47,8,3,0,0,0,0,0,19,8,E01028796,-1,0,0.10823,0.89177,-1
2022010364646,2022,010364646,1,1,3,1,60,9,2,1,2,0,0,0,0,3,E01003616,-1,0,1,0,-1
2022451156336,2022,451156336,2,1,1,1,66,10,2,0,0,0,0,0,1,10,E01030396,5,1,1,0,-1
2022010356139,2022,010356139,3,1,1,2,61,9,3,0,0,0,0,0,9,2,E01000431,-1,0,0,1,-1
2022041178760,2022,041178760,2,1,1,2,69,10,3,0,0,0,0,0,9,7,E01025027,3,1,0,1,-1
2022201239725,2022,201239725,2,1,1,1,18,4,3,0,0,0,0,0,9,1,E01009298,3,1,0,1,-1
2022440505956,2022,440505956,1,1,1,2,27,6,3,0,0,0,0,0,9,5,E01023015,-1,0,0.09427,0.90573,-1
2022010380017,2022,010380017,2,1,1,1,18,4,3,0,0,0,0,0,3,3,E01004020,-1,0,0,1,-1
2022131205827,2022,131205827,2,1,1,1,18,4,3,0,0,0,0,0,2,5,E01011902,3,1,0,1,-1
2022440379704,2022,440379704,1,1,3,2,43,7,3,8,3,0,0,0,0,7,E01017247,-1,0,0.08887,0.91113,-1
2022311130193,2022,311130193,1,1,3,1,83,11,3,4,1,0,0,0,0,1,E01013879,3,1,0,1,-1
2022010399798,2022,010399798,2,1,1,1,20,4,2,0,0,0,0,0,1,4,E01002641,-1,0,1,0,-1
2022471222411,2022,471222411,2,1,1,1,52,8,3,0,0,0,0,0,1,7,E01031488,3,1,0,1,-1
2022010360139,2022,010360139,1,1,2,2,41,7,3,0,0,1,0,0,9,1,E01004222,3,1,0,1,-1
2022061259138,2022,061259138,1,1,1,2,22,5,3,0,0,0,0,0,9,1,E01005762,3,1,0,1,-1
2022351221742,2022,351221742,2,2,1,1,51,8,3,0,0,0,0,0,9,2,E01015605,3,1,0,1,-1
2022411270204,2022,411270204,1,1,1,2,56,9,3,0,0,0,0,0,9,10,E01023498,3,1,0,1,-1
2022141138528,2022,141138528,1,1,2,1,0,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022471223560,2022,471223560,2,1,1,2,74,10,3,0,0,0,0,0,9,8,E01030335,3,1,0,1,-1
2022991176914,2022,991176914,2,2,1,1,26,6,3,0,0,0,0,0,9,6,-1,3,1,0,1,-1
2022221168888,2022,221168888,1,1,1,1,33,6,3,0,0,0,0,0,9,6,E01028842,3,1,0,1,-1
2022451216227,2022,451216227,2,4,2,1,10,2,3,0,0,2,0,0,9,6,E01030399,3,1,0,1,-1
2022201261938,2022,201261938,1,1,3,1,25,5,3,5,1,0,0,2,0,1,E01009269,3,1,0,1,-1
2022991237901,2022,991237901,1,1,3,2,63,9,3,6,7,0,0,0,0,10,-1,3,1,0,1,-1
2022451193008,2022,451193008,1,1,1,1,58,9,3,0,0,0,0,0,1,9,E01030438,3,1,0,1,-1
2022231223167,2022,231223167,1,1,1,1,15,3,3,0,0,0,0,0,1,3,E01031080,3,1,0,1,-1
2022430319264,2022,430319264,2,2,1,1,25,5,3,0,0,0,0,0,4,4,E01016439,-1,0,0.17471,0.82529,-1
2022430399472,2022,430399472,3,3,1,2,54,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.024,0.976,-1
2022010376717,2022,010376717,1,1,3,1,13,3,3,5,9,0,0,0,0,3,E01003102,-1,0,0,1,-1
2022010381989,2022,010381989,1,1,1,1,38,7,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2022141147640,2022,141147640,2,1,1,1,56,9,3,0,0,0,0,0,1,3,E01007447,3,1,0,1,-1
2022440318404,2022,440318404,1,1,1,1,57,9,2,0,0,0,0,0,5,10,E01030518,-1,0,1,0,-1
2022010373602,2022,010373602,1,1,1,1,23,5,3,0,0,0,0,0,4,2,E01003112,-1,0,0,1,-1
2022991161168,2022,991161168,1,1,1,1,44,7,2,0,0,0,0,0,4,7,-1,6,1,1,0,-1
2022010415663,2022,010415663,1,1,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1,-1,0,0,1,-1
2022201237167,2022,201237167,1,1,1,1,17,4,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022361244237,2022,361244237,1,1,1,2,35,6,2,0,0,0,0,0,9,5,E01026511,6,1,1,0,-1
2022610022722,2022,610022722,2,3,2,2,4,1,3,0,0,2,0,0,9,5,W01001477,-1,0,0.01872,0.98128,-1
2022991181399,2022,991181399,1,1,2,1,32,6,3,0,0,1,0,0,9,1,-1,3,1,0,1,-1
2022010366388,2022,010366388,2,1,3,1,51,8,3,9,9,0,0,0,0,2,E01000057,-1,0,0,1,-1
2022010357286,2022,010357286,1,1,1,1,23,5,3,0,0,0,0,0,1,5,E01004057,-1,0,0,1,-1
2022010380062,2022,010380062,1,1,3,1,12,3,3,1,1,0,0,0,0,2,E01004010,-1,0,0,1,-1
2022411187989,2022,411187989,2,1,1,-1,40,7,3,0,0,0,0,0,3,6,E01023858,3,1,0,1,-1
2022041152928,2022,041152928,2,1,1,2,51,8,3,0,0,0,0,0,9,9,E01025497,3,1,0,1,-1
2022131130758,2022,131130758,2,1,1,2,43,7,3,0,0,0,0,0,9,4,E01010602,3,1,0,1,-1
2022332201017,2022,332201017,1,1,1,1,19,4,3,0,0,0,0,0,9,4,E01013617,-1,0,0.05873,0.94127,-1
2022421162714,2022,421162714,2,1,1,2,51,8,3,0,0,0,0,0,9,4,E01030115,3,1,0,1,-1
2022471186060,2022,471186060,1,1,1,2,77,11,2,0,0,0,0,0,9,5,E01021195,6,1,1,0,-1
2022010369711,2022,010369711,1,1,3,1,1,1,3,5,1,0,0,0,0,2,E01002797,-1,0,0,1,-1
2022451157462,2022,451157462,2,1,1,1,49,8,3,0,0,0,0,0,1,10,E01030436,3,1,0,1,-1
2022320321382,2022,320321382,1,1,1,1,36,7,2,0,0,0,0,0,3,3,E01026146,-1,0,1,0,-1
2022421224192,2022,421224192,2,1,1,1,33,6,2,0,0,0,0,0,3,3,E01025844,7,1,1,0,-1
2022010383693,2022,010383693,1,1,3,2,58,9,3,10,9,0,0,0,0,3,E01003564,-1,0,0,1,-1
2022061140377,2022,061140377,1,1,3,1,57,9,2,5,3,0,0,0,0,7,E01004835,7,1,1,0,-1
2022010376006,2022,010376006,1,1,1,1,44,7,3,0,0,0,0,0,1,6,E01002246,-1,0,0,1,-1
2022010366299,2022,010366299,1,2,1,1,26,6,3,0,0,0,0,0,3,3,E01000148,-1,0,0,1,-1
2022010380967,2022,010380967,1,1,1,1,39,7,3,0,0,0,0,0,3,3,E01000130,-1,0,0,1,-1
2022010396334,2022,010396334,2,1,1,1,33,6,3,0,0,0,0,0,3,-1,-1,-1,0,0,1,-1
2022440260490,2022,440260490,2,1,1,1,44,7,3,0,0,0,0,0,3,1,E01017102,-1,0,0.06754,0.93246,-1
2022061214491,2022,061214491,1,1,1,1,56,9,2,0,0,0,0,0,2,1,E01006050,7,1,1,0,-1
2022031196109,2022,031196109,2,1,1,1,64,9,2,0,0,0,0,0,5,6,E01019360,7,1,1,0,-1
2022471135666,2022,471135666,1,1,1,1,-1,-1,3,0,0,0,0,0,-1,-1,-1,3,1,0,1,-1
2022451216919,2022,451216919,1,1,3,1,43,7,2,8,7,0,0,0,0,10,E01022876,5,1,1,0,-1
2022010368582,2022,010368582,1,3,2,1,-1,-1,3,0,0,9,0,0,9,6,E01003641,-1,0,0,1,-1
2022041176540,2022,041176540,2,1,1,2,30,6,3,0,0,0,0,0,9,4,E01012693,3,1,0,1,-1
2022610009722,2022,610009722,1,2,2,1,89,11,2,0,0,1,0,0,9,10,W01001543,-1,0,1,0,-1
2022010365726,2022,010365726,1,1,3,2,51,8,3,5,3,0,0,0,0,3,E01002543,-1,0,0,1,-1
2022201266303,2022,201266303,1,1,3,2,5,1,3,9,5,0,0,0,0,2,E01010270,3,1,0,1,-1
2022371214148,2022,371214148,1,1,1,1,23,5,3,0,0,0,0,0,3,1,E01029994,3,1,0,1,-1
2022101195768,2022,101195768,1,1,3,2,12,3,3,10,4,0,0,0,0,-1,-1,3,1,0,1,-1
2022622200468,2022,622200468,2,2,1,1,27,6,2,0,0,0,0,0,-1,3,W01001695,-1,0,1,0,-1
2022010397943,2022,010397943,1,1,1,1,28,6,3,0,0,0,0,0,3,2,E01000863,-1,0,0,1,-1
2022010375471,2022,010375471,1,1,1,2,52,8,3,0,0,0,0,0,9,5,E01001664,-1,0,0,1,-1
2022010414057,2022,010414057,1,1,1,1,58,9,3,0,0,0,0,0,9,3,E01033150,-1,0,0,1,-1
2022010383173,2022,010383173,1,1,1,1,36,7,3,0,0,0,0,0,1,5,E01001837,-1,0,0,1,-1
2022440252786,2022,440252786,1,1,1,1,22,5,2,0,0,0,0,0,3,2,E01017363,-1,0,1,0,-1
2022010394461,2022,010394461,1,1,3,1,23,5,3,1,1,0,0,0,0,3,E01002808,-1,0,0,1,-1
2022122200922,2022,122200922,1,1,3,2,32,6,3,6,9,0,0,0,0,9,E01011641,-1,0,0.08131,0.91869,-1
2022221206267,2022,221206267,1,2,2,1,36,7,2,0,0,0,0,0,10,2,E01014193,7,1,1,0,-1
2022440049631,2022,440049631,2,1,1,2,30,6,3,0,0,0,0,0,5,4,E01017121,-1,0,0.14531,0.85469,-1
2022010361114,2022,010361114,1,1,3,1,55,8,2,5,1,0,0,0,0,3,E01003035,-1,0,1,0,-1
2022010389358,2022,010389358,1,1,3,2,53,8,2,5,1,0,0,0,0,2,E01001848,-1,0,1,0,-1
2022010356046,2022,010356046,2,1,1,1,31,6,3,0,0,0,0,0,3,2,E01001815,-1,0,0,1,-1
2022131220414,2022,131220414,1,1,3,2,22,5,3,6,9,0,0,2,0,4,E01011489,3,1,0,1,-1
2022201216413,2022,201216413,1,1,3,1,20,4,3,5,1,0,0,2,0,1,E01009298,3,1,0,1,-1
2022010397916,2022,010397916,2,1,1,1,21,5,3,0,0,0,0,0,1,2,E01004067,-1,0,0,1,-1
2022221165361,2022,221165361,2,1,1,1,53,8,3,0,0,0,0,0,19,5,E01032214,3,1,0,1,-1
2022471235696,2022,471235696,2,1,1,1,25,5,3,0,0,0,0,0,19,4,E01031799,3,1,0,1,-1
2022411146070,2022,411146070,2,3,2,1,3,1,3,0,0,2,0,0,9,4,E01023330,3,1,0,1,-1
2022440237211,2022,440237211,3,3,1,2,37,7,3,0,0,0,0,0,9,7,E01030905,-1,0,0.06278,0.93722,-1
202260B109849,2022,60B109849,1,1,3,1,46,8,2,9,5,0,0,1,0,-1,-1,-1,0,1,0,-1
2022052202937,2022,052202937,2,1,1,1,62,9,2,0,0,0,0,0,1,8,E01007097,-1,0,1,0,-1
2022622200406,2022,622200406,1,1,1,1,51,8,2,0,0,0,0,0,5,2,W01001215,-1,0,1,0,-1
2022371201197,2022,371201197,2,1,1,1,35,6,3,0,0,0,0,0,5,6,W01000050,3,1,0,1,-1
2022010403023,2022,010403023,1,1,3,2,67,10,2,4,1,0,0,0,0,3,E01003406,-1,0,1,0,-1
2022041155374,2022,041155374,1,1,3,2,12,3,3,5,3,0,0,0,0,4,E01025450,3,1,0,1,-1
2022522204425,2022,522204425,1,1,3,1,15,3,2,10,1,0,0,0,0,6,E01014989,-1,0,1,0,-1
2022010375396,2022,010375396,2,1,1,1,67,10,3,0,0,0,0,0,1,10,E01003008,-1,0,0,1,-1
2022471246799,2022,471246799,1,1,1,1,31,6,3,0,0,0,0,0,9,9,E01031592,3,1,0,1,-1
2022010367928,2022,010367928,1,2,2,1,32,6,3,0,0,2,0,0,9,2,E01002729,-1,0,0,1,-1
2022010388877,2022,010388877,1,2,2,2,59,9,2,0,0,1,0,0,9,3,E01001434,-1,0,1,0,-1
2022231256105,2022,231256105,2,1,2,2,24,5,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2022041175807,2022,041175807,1,1,1,1,62,9,2,0,0,0,0,0,9,7,E01019354,5,1,1,0,-1
2022070190251,2022,070190251,1,3,1,2,36,7,3,0,0,0,0,0,9,1,E01006865,-1,0,0.09344,0.90656,-1
2022131208704,2022,131208704,2,1,1,1,61,9,3,0,0,0,0,0,9,10,E01010936,3,1,0,1,-1
2022141220587,2022,141220587,2,1,2,1,20,4,2,0,0,1,0,0,9,1,E01007462,7,1,1,0,-1
2022361246342,2022,361246342,2,1,1,2,61,9,3,0,0,0,0,0,9,5,E01026583,3,1,0,1,-1
2022101130021,2022,101130021,1,1,1,1,31,6,3,0,0,0,0,0,9,2,E01008695,3,1,0,1,-1
2022311184160,2022,311184160,1,3,2,2,31,6,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2022991237271,2022,991237271,1,1,1,2,60,9,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2022170H10382,2022,170H10382,1,1,3,1,29,6,3,5,1,0,0,0,0,8,E01011960,-1,0,0.16728,0.83272,-1
2022010400498,2022,010400498,2,1,1,1,65,9,3,0,0,0,0,0,3,8,E01021763,-1,0,0,1,-1
2022010359980,2022,010359980,1,2,2,1,-1,-1,3,0,0,2,0,0,8,5,E01001641,-1,0,0,1,-1
2022161225660,2022,161225660,1,1,1,2,24,5,3,0,0,0,0,0,9,1,E01012840,3,1,0,1,-1
2022231181563,2022,231181563,1,1,1,1,50,8,2,0,0,0,0,0,9,9,E01032891,7,1,1,0,-1
2022991162638,2022,991162638,1,1,1,1,34,6,3,0,0,0,0,0,5,5,-1,3,1,0,1,-1
2022052202664,2022,052202664,2,1,1,2,59,9,3,0,0,0,0,0,9,1,E01006560,-1,0,0.07449,0.92551,-1
2022421230179,2022,421230179,2,1,1,1,33,6,2,0,0,0,0,0,9,8,E01021544,7,1,1,0,-1
2022461243291,2022,461243291,2,1,1,2,42,7,3,0,0,0,0,0,9,4,E01032808,3,1,0,1,-1
2022541832922,2022,541832922,1,1,1,2,20,4,3,0,0,0,0,0,9,10,E01020463,-1,0,0.03951,0.96049,-1
202260B162563,2022,60B162563,1,1,3,2,14,3,3,5,3,0,0,0,0,-1,-1,-1,0,0.18338,0.81662,-1
2022991218499,2022,991218499,1,1,3,1,12,3,2,5,1,0,0,0,0,4,-1,7,1,1,0,-1
2022221172170,2022,221172170,1,1,1,2,50,8,3,0,0,0,0,0,9,2,E01010264,3,1,0,1,-1
2022361210661,2022,361210661,1,1,1,2,25,5,3,0,0,0,0,0,9,2,E01026818,3,1,0,1,-1
2022451180049,2022,451180049,2,1,1,1,47,8,2,0,0,0,0,0,1,-1,-1,7,1,1,0,-1
2022010412528,2022,010412528,1,1,1,1,49,8,3,0,0,0,0,0,3,2,E01000533,-1,0,0,1,-1
2022451200877,2022,451200877,1,1,1,1,33,6,3,0,0,0,0,0,19,8,E01028716,3,1,0,1,-1
2022010394797,2022,010394797,1,1,1,1,22,5,3,0,0,0,0,0,3,3,E01001238,-1,0,0,1,-1
2022010358795,2022,010358795,1,1,3,1,30,6,3,5,1,0,0,0,0,7,E01001535,-1,0,0,1,-1
2022010398113,2022,010398113,1,1,1,1,21,5,3,0,0,0,0,0,3,2,E01004471,-1,0,0,1,-1
2022622200221,2022,622200221,1,1,3,2,55,8,3,6,9,0,0,0,0,7,W01000997,-1,0,0.07484,0.92516,-1
2022991247123,2022,991247123,1,1,3,1,24,5,2,5,3,0,0,2,0,-1,-1,7,1,1,0,-1
2022010385805,2022,010385805,1,1,1,1,59,9,3,0,0,0,0,0,1,6,E01002714,-1,0,0,1,-1
2022302201020,2022,302201020,1,1,1,2,80,11,3,0,0,0,0,0,9,9,E01019635,-1,0,0.09709,0.90291,-1
2022311168496,2022,311168496,1,1,2,1,5,1,2,0,0,2,0,0,9,-1,-1,5,1,1,0,-1
2022361153711,2022,361153711,2,2,2,2,69,10,3,0,0,1,0,0,9,8,E01012190,3,1,0,1,-1
2022440019040,2022,440019040,1,1,1,1,22,5,3,0,0,0,0,0,9,7,E01023225,-1,0,0.11486,0.88514,-1
2022440185127,2022,440185127,1,1,1,1,56,9,3,0,0,0,0,0,9,3,E01017366,-1,0,0.0893,0.9107,-1
2022440218599,2022,440218599,3,1,1,2,54,8,2,0,0,0,0,0,9,7,E01022481,-1,0,1,0,-1
2022131193885,2022,131193885,2,2,2,2,80,11,3,0,0,1,0,0,9,7,E01011591,3,1,0,1,-1
2022320341397,2022,320341397,1,2,1,2,45,7,2,0,0,0,0,0,9,6,E01026153,-1,0,1,0,-1
2022010358978,2022,010358978,1,1,1,2,24,5,3,0,0,0,0,0,9,6,E01002124,-1,0,0,1,-1
2022170L20422,2022,170L20422,1,2,2,1,20,4,3,0,0,1,0,0,9,-1,-1,-1,0,0.0173,0.9827,-1
2022548002622,2022,548002622,1,1,1,1,17,4,2,0,0,0,0,0,97,10,E01015533,-1,0,1,0,-1
2022041173628,2022,041173628,2,1,2,1,64,9,2,0,0,2,0,0,9,1,E01012720,5,1,1,0,-1
2022501241216,2022,501241216,2,1,2,1,0,1,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022070061590,2022,070061590,2,1,1,2,37,7,3,0,0,0,0,0,9,7,E01018360,-1,0,0.00385,0.99615,-1
2022351190550,2022,351190550,1,1,1,2,24,5,2,0,0,0,0,0,-1,2,E01017946,7,1,1,0,-1
2022010352662,2022,010352662,4,5,2,2,35,6,3,0,0,2,0,0,9,8,E01000179,-1,0,0,1,-1
2022201216760,2022,201216760,2,1,1,2,26,6,3,0,0,0,0,0,9,1,E01010039,3,1,0,1,-1
2022221140823,2022,221140823,2,1,1,1,33,6,3,0,0,0,0,0,9,8,E01014188,3,1,0,1,-1
2022991147773,2022,991147773,1,2,2,2,57,9,2,0,0,1,0,0,9,-1,-1,5,1,1,0,-1
2022010379276,2022,010379276,1,1,1,1,29,6,3,0,0,0,0,0,9,10,E01002196,-1,0,0,1,-1
2022361197827,2022,361197827,1,2,1,2,17,4,3,0,0,0,0,0,9,8,E01026566,3,1,0,1,-1
2022361207278,2022,361207278,2,2,2,2,10,2,3,0,0,-1,0,0,9,-1,-1,3,1,0,1,-1
2022401156518,2022,401156518,2,3,2,1,23,5,3,0,0,-1,0,0,9,2,E01015749,3,1,0,1,-1
2022501248834,2022,501248834,1,1,1,2,47,8,3,0,0,0,0,0,9,2,E01015055,3,1,0,1,-1
2022010359184,2022,010359184,1,1,1,2,41,7,3,0,0,0,0,0,9,3,E01000020,-1,0,0,1,-1
2022221134413,2022,221134413,1,1,1,1,51,8,2,0,0,0,0,0,9,5,E01028828,5,1,1,0,-1
2022461235168,2022,461235168,1,2,2,1,21,5,2,0,0,1,0,0,9,2,E01016064,7,1,1,0,-1
2022991226889,2022,991226889,1,1,1,1,17,4,3,0,0,0,0,0,3,2,-1,3,1,0,1,-1
2022010389992,2022,010389992,1,1,1,1,25,5,2,0,0,0,0,0,4,1,E01000308,-1,0,1,0,-1
2022371222436,2022,371222436,2,1,1,1,61,9,1,0,0,0,0,0,5,7,E01030049,1,1,0,0,-1
2022010401154,2022,010401154,2,1,1,1,14,3,2,0,0,0,0,0,1,-1,-1,-1,0,1,0,-1
2022010382533,2022,010382533,1,2,2,2,-1,-1,3,0,0,1,0,0,8,3,E01000125,-1,0,0,1,-1
2022351164822,2022,351164822,2,1,1,2,52,8,3,0,0,0,0,0,1,5,E01017945,3,1,0,1,-1
2022211170399,2022,211170399,1,1,1,2,80,11,3,0,0,0,0,0,9,9,E01029402,3,1,0,1,-1
2022991153108,2022,991153108,2,2,1,2,37,7,3,0,0,0,0,0,9,7,-1,3,1,0,1,-1
2022122200911,2022,122200911,2,1,1,1,54,8,3,0,0,0,0,0,1,8,E01013368,-1,0,0.10277,0.89723,-1
2022201198568,2022,201198568,2,1,1,2,12,3,3,0,0,0,0,0,1,4,E01010253,3,1,0,1,-1
2022010408664,2022,010408664,1,1,1,1,35,6,3,0,0,0,0,0,3,4,E01003114,-1,0,0,1,-1
2022010403024,2022,010403024,1,1,1,1,28,6,2,0,0,0,0,0,9,2,E01004302,-1,0,1,0,-1
2022552200331,2022,552200331,2,2,1,1,43,7,3,0,0,0,0,0,9,7,E01029199,-1,0,0.07215,0.92785,-1
2022461162233,2022,461162233,2,1,1,1,21,5,3,0,0,0,0,0,9,7,E01033314,3,1,0,1,-1
2022461223178,2022,461223178,1,1,1,1,30,6,3,0,0,0,0,0,9,3,E01024696,3,1,0,1,-1
2022010410780,2022,010410780,2,1,1,1,57,9,3,0,0,0,0,0,5,5,E01004225,-1,0,0,1,-1
2022991181357,2022,991181357,1,1,2,2,75,10,3,0,0,0,3,0,11,-1,-1,3,1,0,1,-1
2022211213623,2022,211213623,2,6,2,1,7,2,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022320008525,2022,320008525,2,2,2,1,31,6,3,0,0,1,0,0,9,9,E01026225,-1,0,0.02385,0.97615,-1
2022411214002,2022,411214002,2,4,2,1,9,2,3,0,0,2,0,0,9,5,E01023537,3,1,0,1,-1
2022440380889,2022,440380889,2,1,1,1,60,9,2,0,0,0,0,0,9,2,E01022655,-1,0,1,0,-1
2022201192753,2022,201192753,1,2,3,1,28,6,2,6,9,0,0,2,0,5,E01032530,6,1,1,0,-1
2022430092565,2022,430092565,1,1,3,2,30,6,3,1,2,0,0,0,0,10,E01017636,-1,0,0.1926,0.8074,-1
2022361243108,2022,361243108,1,1,1,1,42,7,3,0,0,0,0,0,1,5,E01026751,3,1,0,1,-1
2022471206676,2022,471206676,1,1,1,1,75,10,2,0,0,0,0,0,5,9,E01022583,5,1,1,0,-1
2022010404676,2022,010404676,1,1,1,1,53,8,3,0,0,0,0,0,9,2,E01001082,-1,0,0,1,-1
2022031245474,2022,031245474,2,1,1,1,47,8,3,0,0,0,0,0,9,10,E01019241,3,1,0,1,-1
2022061228981,2022,061228981,2,1,1,1,62,9,3,0,0,0,0,0,9,10,E01006395,3,1,0,1,-1
2022201190529,2022,201190529,2,3,2,1,21,5,3,0,0,2,0,0,9,-1,-1,3,1,0,1,-1
2022361193342,2022,361193342,2,2,2,2,44,7,3,0,0,1,0,0,9,5,E01026726,3,1,0,1,-1
2022161148510,2022,161148510,1,1,1,2,39,7,3,0,0,0,0,0,9,7,E01013069,3,1,0,1,-1
2022332200649,2022,332200649,1,1,1,1,51,8,2,0,0,0,0,0,9,10,E01025650,-1,0,1,0,-1
2022610017522,2022,610017522,1,1,1,2,30,6,3,0,0,1,0,0,9,5,W01001493,-1,0,0.01945,0.98055,-1
2022991219445,2022,991219445,2,1,1,2,39,7,3,0,0,0,0,0,9,6,-1,3,1,0,1,-1
2022461265048,2022,461265048,2,2,1,2,61,9,3,0,0,0,0,0,9,6,E01024363,3,1,0,1,-1
2022991247767,2022,991247767,2,1,1,1,45,7,2,0,0,0,0,0,1,10,-1,7,1,1,0,-1
2022552201204,2022,552201204,1,1,3,1,12,3,3,5,1,0,0,0,0,1,E01020569,-1,0,0.11178,0.88822,-1
2022010408751,2022,010408751,1,1,1,1,45,7,3,0,0,0,0,0,1,3,E01001109,-1,0,0,1,-1
2022332200470,2022,332200470,2,1,1,2,33,6,3,0,0,0,0,0,1,10,E01025799,-1,0,0.04901,0.95099,-1
2022010415150,2022,010415150,1,1,1,2,21,5,3,0,0,0,0,0,3,6,E01001393,-1,0,0,1,-1
2022010355774,2022,010355774,2,1,1,2,61,9,3,0,0,0,0,0,1,1,E01001729,-1,0,0,1,-1
2022302201311,2022,302201311,1,1,1,1,27,6,2,0,0,0,0,0,5,5,E01029449,-1,0,1,0,-1
2022401223892,2022,401223892,1,1,1,1,26,6,3,0,0,0,0,0,5,7,E01017431,3,1,0,1,-1
2022421214253,2022,421214253,2,1,1,1,72,10,2,0,0,0,0,0,5,9,E01021593,6,1,1,0,-1
2022010370357,2022,010370357,2,2,1,2,21,5,3,0,0,0,0,0,9,3,E01000336,-1,0,0,1,-1
2022101152324,2022,101152324,3,2,1,1,56,9,3,0,0,0,0,0,9,4,E01008361,3,1,0,1,-1
2022131189304,2022,131189304,1,1,1,1,34,6,2,0,0,0,0,0,9,8,E01011418,5,1,1,0,-1
2022010371218,2022,010371218,1,1,1,2,34,6,3,0,0,0,0,0,9,2,E01002686,-1,0,0,1,-1
2022461187635,2022,461187635,1,2,2,2,76,11,3,0,0,1,0,0,9,8,E01024642,3,1,0,1,-1
2022041244458,2022,041244458,2,2,1,2,20,4,2,0,0,0,0,0,9,1,E01007269,6,1,1,0,-1
2022430520789,2022,430520789,1,1,2,1,20,4,3,0,0,1,0,0,9,6,E01017781,-1,0,0.05245,0.94755,-1
